latencia_ms
2.816
0.550
0.656
1.122
1.038
1.063
1.579
1.338
2.135
1.841
1.536
1.718
2.100
1.101
0.996
1.357
1.320
0.962
1.048
0.980
1.481
1.422
1.193
0.875
1.308
