Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Latência uRLLC (RTT local): 1.874 ms
Latência uRLLC (RTT local): 0.704 ms
Latência uRLLC (RTT local): 0.792 ms
Latência uRLLC (RTT local): 1.623 ms
Latência uRLLC (RTT local): 2.251 ms
Latência uRLLC (RTT local): 1.773 ms
Latência uRLLC (RTT local): 2.430 ms
Latência uRLLC (RTT local): 2.336 ms
Latência uRLLC (RTT local): 2.130 ms
Latência uRLLC (RTT local): 1.908 ms
Latência uRLLC (RTT local): 2.675 ms
Latência uRLLC (RTT local): 2.417 ms
Latência uRLLC (RTT local): 2.397 ms
Latência uRLLC (RTT local): 1.108 ms
Latência uRLLC (RTT local): 1.227 ms
Latência uRLLC (RTT local): 1.442 ms
Latência uRLLC (RTT local): 1.381 ms
Latência uRLLC (RTT local): 1.563 ms
Latência uRLLC (RTT local): 1.529 ms
Latência uRLLC (RTT local): 1.801 ms
Latência uRLLC (RTT local): 1.531 ms
Latência uRLLC (RTT local): 2.407 ms
Latência uRLLC (RTT local): 1.343 ms
Latência uRLLC (RTT local): 1.836 ms
Latência uRLLC (RTT local): 1.707 ms
Gerador uRLLC finalizado. 25 medições salvas; tentativas=35, falhas=10
