latencia_ms
0.727
0.736
0.781
0.576
0.460
0.583
0.587
0.752
0.497
0.551
0.643
0.896
0.560
0.512
0.549
0.682
0.627
0.580
0.734
0.637
0.585
0.564
0.636
0.542
0.625
0.820
1.463
0.720
0.497
0.609
0.688
0.644
0.557
0.592
1.545
0.896
0.746
0.716
0.970
0.495
0.546
1.548
0.621
0.773
0.555
0.718
0.587
1.117
0.813
1.364
0.610
0.729
0.791
0.673
0.891
0.648
0.897
0.801
1.129
1.167
0.612
0.992
0.767
0.937
1.031
0.687
0.823
1.032
0.749
1.204
1.107
0.751
0.777
0.581
0.588
0.652
1.103
1.398
0.933
0.810
4.701
2.387
0.738
1.081
0.891
0.649
0.684
0.641
0.660
0.701
0.619
0.592
0.700
1.742
1.589
2.716
1.037
1.786
1.346
0.767
1.046
1.576
6.929
0.850
0.703
0.748
0.800
0.649
0.675
0.685
0.596
0.632
0.602
0.695
0.713
0.758
0.692
0.713
0.684
0.620
0.627
0.807
0.646
0.648
0.679
0.652
0.646
0.628
0.732
0.644
0.774
0.830
0.993
0.681
0.634
0.849
0.659
1.620
0.697
0.749
1.340
0.706
0.755
0.909
0.863
0.659
0.651
0.669
0.629
0.684
2.612
0.692
0.823
0.954
0.926
1.118
0.648
1.024
1.820
0.866
0.900
1.496
1.549
0.942
0.645
0.661
0.670
0.742
0.721
0.733
0.982
0.654
0.666
1.091
0.658
0.897
0.700
7.740
0.999
1.309
0.900
1.289
1.714
1.545
1.748
2.571
1.826
1.369
1.711
1.451
1.631
3.214
2.071
9.926
1.917
1.764
1.807
1.654
1.492
1.405
1.367
1.972
1.677
1.637
2.171
1.341
1.321
1.560
2.078
2.305
1.573
2.655
1.919
2.101
1.472
1.470
2.053
1.997
1.271
1.714
1.960
2.416
2.850
1.411
3.509
1.369
1.995
1.356
1.274
4.858
1.555
0.828
1.011
2.978
1.447
1.108
1.064
2.084
1.622
1.027
1.410
0.949
1.482
1.475
1.150
1.077
1.203
1.423
1.629
1.492
1.463
1.472
2.584
1.653
1.567
1.335
1.212
1.627
1.026
0.936
0.933
1.162
1.202
1.005
0.775
1.574
1.188
1.337
1.105
1.252
1.102
0.846
0.853
0.756
1.112
1.772
0.567
1.603
1.558
0.937
1.345
1.610
1.703
2.065
1.602
1.772
1.610
0.832
1.025
1.240
1.148
1.667
2.006
1.418
1.305
2.027
1.361
1.392
1.703
1.272
1.616
1.374
2.513
1.238
1.477
1.314
3.106
2.155
1.440
1.251
1.685
2.341
1.676
1.651
1.382
1.397
2.463
1.692
1.043
1.604
1.528
2.105
1.811
2.118
0.695
1.092
0.975
0.984
1.196
0.938
0.689
0.971
0.511
0.771
0.822
0.490
0.609
0.990
0.794
0.605
0.573
0.901
0.494
0.811
0.989
0.747
0.900
0.818
0.709
0.524
0.534
0.797
0.457
0.554
1.347
1.328
3.451
2.146
0.835
0.940
1.333
0.844
0.481
1.008
0.949
0.916
0.598
0.583
0.762
0.570
0.524
0.456
0.816
0.560
0.666
0.807
0.731
0.573
1.049
0.629
1.075
0.663
0.978
0.487
0.685
1.456
1.281
0.722
0.482
0.647
0.570
1.484
0.851
0.950
0.533
0.695
0.540
0.796
1.811
1.114
1.502
0.890
1.067
1.037
0.968
0.981
1.720
1.153
0.991
0.991
0.845
1.060
0.593
0.876
0.655
0.683
0.736
0.849
1.340
1.135
0.767
0.740
0.941
0.838
0.588
0.447
0.477
0.508
0.875
0.791
0.670
0.736
0.542
1.105
0.825
0.735
1.313
0.855
1.491
1.046
0.922
0.734
1.182
1.008
0.654
0.548
0.597
0.678
1.195
1.040
0.979
0.996
0.755
0.828
0.823
0.736
0.693
0.878
0.872
1.291
1.243
0.607
0.722
0.604
1.065
0.670
0.798
0.632
0.558
0.540
0.470
0.630
0.480
0.678
0.686
0.992
0.710
0.742
0.583
0.514
0.837
1.124
0.421
0.602
0.880
0.624
0.939
0.548
0.686
0.570
0.517
1.282
0.544
0.693
0.603
0.581
0.912
0.415
0.610
0.781
0.899
0.710
0.746
1.391
1.208
0.549
1.113
0.696
0.687
0.540
0.840
0.670
1.123
0.822
0.852
0.829
1.146
1.524
0.698
0.952
1.015
0.603
0.643
0.652
1.275
0.993
0.987
1.255
0.550
0.698
0.788
0.777
1.121
0.814
0.741
0.800
1.234
2.381
0.497
0.655
0.622
0.660
0.778
0.726
0.857
0.799
1.172
1.747
0.532
0.591
1.189
1.154
0.542
1.340
1.212
1.198
0.894
0.649
1.525
0.917
0.757
0.753
1.023
0.594
1.112
1.101
1.194
0.904
0.922
0.564
0.533
0.536
0.584
0.708
0.649
0.780
0.577
1.130
1.009
0.530
0.654
0.572
0.679
0.657
0.553
0.631
0.604
0.713
1.420
0.762
