Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 0.819 ms
Latência uRLLC (RTT local): 0.770 ms
Latência uRLLC (RTT local): 0.565 ms
Latência uRLLC (RTT local): 0.622 ms
Latência uRLLC (RTT local): 0.487 ms
Latência uRLLC (RTT local): 0.639 ms
Latência uRLLC (RTT local): 0.882 ms
Latência uRLLC (RTT local): 0.908 ms
Latência uRLLC (RTT local): 0.571 ms
Latência uRLLC (RTT local): 0.583 ms
Latência uRLLC (RTT local): 0.661 ms
Latência uRLLC (RTT local): 0.606 ms
Latência uRLLC (RTT local): 0.626 ms
Latência uRLLC (RTT local): 0.721 ms
Latência uRLLC (RTT local): 0.605 ms
Latência uRLLC (RTT local): 0.486 ms
Latência uRLLC (RTT local): 0.673 ms
Latência uRLLC (RTT local): 0.667 ms
Latência uRLLC (RTT local): 0.789 ms
Latência uRLLC (RTT local): 0.962 ms
Latência uRLLC (RTT local): 0.548 ms
Latência uRLLC (RTT local): 0.571 ms
Latência uRLLC (RTT local): 0.550 ms
Latência uRLLC (RTT local): 0.611 ms
Latência uRLLC (RTT local): 0.587 ms
Latência uRLLC (RTT local): 1.005 ms
Latência uRLLC (RTT local): 0.739 ms
Latência uRLLC (RTT local): 0.866 ms
Latência uRLLC (RTT local): 0.524 ms
Latência uRLLC (RTT local): 0.600 ms
Latência uRLLC (RTT local): 0.679 ms
Latência uRLLC (RTT local): 0.660 ms
Latência uRLLC (RTT local): 0.813 ms
Latência uRLLC (RTT local): 0.552 ms
Latência uRLLC (RTT local): 1.807 ms
Latência uRLLC (RTT local): 0.925 ms
Latência uRLLC (RTT local): 0.695 ms
Latência uRLLC (RTT local): 0.618 ms
Latência uRLLC (RTT local): 0.754 ms
Latência uRLLC (RTT local): 0.520 ms
Latência uRLLC (RTT local): 0.549 ms
Latência uRLLC (RTT local): 0.966 ms
Latência uRLLC (RTT local): 0.805 ms
Latência uRLLC (RTT local): 0.796 ms
Latência uRLLC (RTT local): 0.708 ms
Latência uRLLC (RTT local): 0.885 ms
Latência uRLLC (RTT local): 0.777 ms
Latência uRLLC (RTT local): 0.710 ms
Latência uRLLC (RTT local): 0.537 ms
Latência uRLLC (RTT local): 0.705 ms
Latência uRLLC (RTT local): 0.640 ms
Latência uRLLC (RTT local): 0.538 ms
Latência uRLLC (RTT local): 0.690 ms
Latência uRLLC (RTT local): 0.706 ms
Latência uRLLC (RTT local): 0.524 ms
Latência uRLLC (RTT local): 0.790 ms
Latência uRLLC (RTT local): 0.664 ms
Latência uRLLC (RTT local): 0.913 ms
Latência uRLLC (RTT local): 0.808 ms
Latência uRLLC (RTT local): 0.822 ms
Latência uRLLC (RTT local): 0.641 ms
Latência uRLLC (RTT local): 1.385 ms
Latência uRLLC (RTT local): 0.917 ms
Latência uRLLC (RTT local): 0.735 ms
Latência uRLLC (RTT local): 0.470 ms
Latência uRLLC (RTT local): 0.507 ms
Latência uRLLC (RTT local): 0.735 ms
Latência uRLLC (RTT local): 0.432 ms
Latência uRLLC (RTT local): 0.396 ms
Latência uRLLC (RTT local): 0.601 ms
Latência uRLLC (RTT local): 1.244 ms
Latência uRLLC (RTT local): 0.468 ms
Latência uRLLC (RTT local): 0.688 ms
Latência uRLLC (RTT local): 0.854 ms
Latência uRLLC (RTT local): 0.756 ms
Latência uRLLC (RTT local): 1.608 ms
Latência uRLLC (RTT local): 0.974 ms
Latência uRLLC (RTT local): 0.917 ms
Latência uRLLC (RTT local): 0.827 ms
Latência uRLLC (RTT local): 0.603 ms
Latência uRLLC (RTT local): 1.726 ms
Latência uRLLC (RTT local): 3.168 ms
Latência uRLLC (RTT local): 0.695 ms
Latência uRLLC (RTT local): 0.657 ms
Latência uRLLC (RTT local): 0.597 ms
Latência uRLLC (RTT local): 0.808 ms
Latência uRLLC (RTT local): 0.595 ms
Latência uRLLC (RTT local): 0.627 ms
Latência uRLLC (RTT local): 0.662 ms
Latência uRLLC (RTT local): 0.599 ms
Latência uRLLC (RTT local): 0.610 ms
Latência uRLLC (RTT local): 0.563 ms
Latência uRLLC (RTT local): 1.313 ms
Latência uRLLC (RTT local): 1.426 ms
Latência uRLLC (RTT local): 0.717 ms
Latência uRLLC (RTT local): 0.894 ms
Latência uRLLC (RTT local): 1.184 ms
Latência uRLLC (RTT local): 1.179 ms
Latência uRLLC (RTT local): 1.604 ms
Latência uRLLC (RTT local): 0.681 ms
Latência uRLLC (RTT local): 0.533 ms
