Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 1.397 ms
Latência uRLLC (RTT local): 0.778 ms
Latência uRLLC (RTT local): 0.570 ms
Latência uRLLC (RTT local): 0.646 ms
Latência uRLLC (RTT local): 0.617 ms
Latência uRLLC (RTT local): 0.598 ms
Latência uRLLC (RTT local): 0.513 ms
Latência uRLLC (RTT local): 0.801 ms
Latência uRLLC (RTT local): 0.673 ms
Latência uRLLC (RTT local): 0.818 ms
Latência uRLLC (RTT local): 0.661 ms
Latência uRLLC (RTT local): 0.926 ms
Latência uRLLC (RTT local): 0.697 ms
Latência uRLLC (RTT local): 0.660 ms
Latência uRLLC (RTT local): 0.715 ms
Latência uRLLC (RTT local): 0.724 ms
Latência uRLLC (RTT local): 0.541 ms
Latência uRLLC (RTT local): 0.572 ms
Latência uRLLC (RTT local): 0.614 ms
Latência uRLLC (RTT local): 0.691 ms
Latência uRLLC (RTT local): 0.931 ms
Latência uRLLC (RTT local): 0.621 ms
Latência uRLLC (RTT local): 0.749 ms
Latência uRLLC (RTT local): 0.651 ms
Latência uRLLC (RTT local): 0.682 ms
Latência uRLLC (RTT local): 0.655 ms
Latência uRLLC (RTT local): 0.764 ms
Latência uRLLC (RTT local): 0.473 ms
Latência uRLLC (RTT local): 0.757 ms
Latência uRLLC (RTT local): 0.570 ms
Latência uRLLC (RTT local): 0.602 ms
Latência uRLLC (RTT local): 0.520 ms
Latência uRLLC (RTT local): 0.659 ms
Latência uRLLC (RTT local): 0.585 ms
Latência uRLLC (RTT local): 0.616 ms
Latência uRLLC (RTT local): 0.665 ms
Latência uRLLC (RTT local): 1.102 ms
Latência uRLLC (RTT local): 0.626 ms
Latência uRLLC (RTT local): 0.606 ms
Latência uRLLC (RTT local): 0.541 ms
Latência uRLLC (RTT local): 0.600 ms
Latência uRLLC (RTT local): 0.637 ms
Latência uRLLC (RTT local): 0.690 ms
Latência uRLLC (RTT local): 0.853 ms
Latência uRLLC (RTT local): 0.996 ms
Latência uRLLC (RTT local): 0.563 ms
Latência uRLLC (RTT local): 1.045 ms
Latência uRLLC (RTT local): 0.485 ms
Latência uRLLC (RTT local): 0.417 ms
Latência uRLLC (RTT local): 0.620 ms
Latência uRLLC (RTT local): 0.434 ms
Latência uRLLC (RTT local): 0.492 ms
Latência uRLLC (RTT local): 0.729 ms
Latência uRLLC (RTT local): 0.827 ms
Latência uRLLC (RTT local): 0.779 ms
Latência uRLLC (RTT local): 0.597 ms
Latência uRLLC (RTT local): 0.833 ms
Latência uRLLC (RTT local): 0.619 ms
Latência uRLLC (RTT local): 0.731 ms
Latência uRLLC (RTT local): 0.655 ms
Latência uRLLC (RTT local): 0.692 ms
Latência uRLLC (RTT local): 0.667 ms
Latência uRLLC (RTT local): 0.679 ms
Latência uRLLC (RTT local): 0.755 ms
Latência uRLLC (RTT local): 0.700 ms
Latência uRLLC (RTT local): 0.581 ms
Latência uRLLC (RTT local): 0.591 ms
Latência uRLLC (RTT local): 0.606 ms
Latência uRLLC (RTT local): 0.569 ms
Latência uRLLC (RTT local): 0.751 ms
Latência uRLLC (RTT local): 0.627 ms
Latência uRLLC (RTT local): 0.828 ms
Latência uRLLC (RTT local): 0.682 ms
Latência uRLLC (RTT local): 0.738 ms
Latência uRLLC (RTT local): 0.690 ms
Latência uRLLC (RTT local): 0.619 ms
Latência uRLLC (RTT local): 0.710 ms
