Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 0.540 ms
Latência uRLLC (RTT local): 0.642 ms
Latência uRLLC (RTT local): 0.598 ms
Latência uRLLC (RTT local): 0.579 ms
Latência uRLLC (RTT local): 0.962 ms
Latência uRLLC (RTT local): 1.961 ms
Latência uRLLC (RTT local): 0.856 ms
Latência uRLLC (RTT local): 0.625 ms
Latência uRLLC (RTT local): 0.423 ms
Latência uRLLC (RTT local): 0.377 ms
Latência uRLLC (RTT local): 0.399 ms
Latência uRLLC (RTT local): 0.440 ms
Latência uRLLC (RTT local): 0.499 ms
Latência uRLLC (RTT local): 0.432 ms
Latência uRLLC (RTT local): 0.705 ms
Latência uRLLC (RTT local): 0.465 ms
Latência uRLLC (RTT local): 0.550 ms
Latência uRLLC (RTT local): 0.473 ms
Latência uRLLC (RTT local): 0.551 ms
Latência uRLLC (RTT local): 1.937 ms
Latência uRLLC (RTT local): 3.401 ms
Latência uRLLC (RTT local): 0.681 ms
Latência uRLLC (RTT local): 1.693 ms
Latência uRLLC (RTT local): 0.670 ms
Latência uRLLC (RTT local): 4.641 ms
Latência uRLLC (RTT local): 1.521 ms
Latência uRLLC (RTT local): 0.795 ms
Latência uRLLC (RTT local): 0.595 ms
Latência uRLLC (RTT local): 0.496 ms
Latência uRLLC (RTT local): 0.331 ms
Latência uRLLC (RTT local): 0.863 ms
Latência uRLLC (RTT local): 0.679 ms
Latência uRLLC (RTT local): 0.380 ms
Latência uRLLC (RTT local): 0.663 ms
Latência uRLLC (RTT local): 0.615 ms
Latência uRLLC (RTT local): 0.731 ms
Latência uRLLC (RTT local): 0.747 ms
Latência uRLLC (RTT local): 0.667 ms
Latência uRLLC (RTT local): 0.785 ms
Latência uRLLC (RTT local): 0.669 ms
Latência uRLLC (RTT local): 0.559 ms
Latência uRLLC (RTT local): 0.879 ms
Latência uRLLC (RTT local): 0.839 ms
Latência uRLLC (RTT local): 0.935 ms
Latência uRLLC (RTT local): 0.832 ms
Latência uRLLC (RTT local): 0.759 ms
Latência uRLLC (RTT local): 0.709 ms
Latência uRLLC (RTT local): 1.093 ms
Latência uRLLC (RTT local): 0.945 ms
Latência uRLLC (RTT local): 0.644 ms
Latência uRLLC (RTT local): 1.055 ms
Latência uRLLC (RTT local): 1.072 ms
Latência uRLLC (RTT local): 1.167 ms
Latência uRLLC (RTT local): 0.685 ms
Latência uRLLC (RTT local): 1.163 ms
Latência uRLLC (RTT local): 0.643 ms
Latência uRLLC (RTT local): 1.131 ms
Latência uRLLC (RTT local): 0.902 ms
Latência uRLLC (RTT local): 0.829 ms
Latência uRLLC (RTT local): 0.603 ms
Latência uRLLC (RTT local): 0.833 ms
Latência uRLLC (RTT local): 1.111 ms
Latência uRLLC (RTT local): 0.645 ms
Latência uRLLC (RTT local): 0.987 ms
Latência uRLLC (RTT local): 1.122 ms
Latência uRLLC (RTT local): 1.027 ms
Latência uRLLC (RTT local): 0.587 ms
Latência uRLLC (RTT local): 0.788 ms
Latência uRLLC (RTT local): 0.635 ms
Latência uRLLC (RTT local): 0.445 ms
Latência uRLLC (RTT local): 0.601 ms
Latência uRLLC (RTT local): 0.470 ms
Latência uRLLC (RTT local): 0.574 ms
Latência uRLLC (RTT local): 0.856 ms
Latência uRLLC (RTT local): 1.582 ms
Latência uRLLC (RTT local): 0.844 ms
Latência uRLLC (RTT local): 0.733 ms
Latência uRLLC (RTT local): 0.707 ms
Latência uRLLC (RTT local): 0.806 ms
Latência uRLLC (RTT local): 0.753 ms
Latência uRLLC (RTT local): 0.886 ms
Latência uRLLC (RTT local): 1.410 ms
Latência uRLLC (RTT local): 0.907 ms
Latência uRLLC (RTT local): 0.685 ms
Latência uRLLC (RTT local): 0.921 ms
Latência uRLLC (RTT local): 0.843 ms
Latência uRLLC (RTT local): 3.794 ms
Latência uRLLC (RTT local): 1.311 ms
Latência uRLLC (RTT local): 0.630 ms
Latência uRLLC (RTT local): 0.584 ms
Latência uRLLC (RTT local): 0.526 ms
Latência uRLLC (RTT local): 0.729 ms
Latência uRLLC (RTT local): 0.778 ms
Latência uRLLC (RTT local): 0.799 ms
Latência uRLLC (RTT local): 1.002 ms
Latência uRLLC (RTT local): 0.936 ms
Latência uRLLC (RTT local): 0.754 ms
Latência uRLLC (RTT local): 0.848 ms
Latência uRLLC (RTT local): 0.483 ms
Latência uRLLC (RTT local): 0.470 ms
Latência uRLLC (RTT local): 0.552 ms
Latência uRLLC (RTT local): 0.615 ms
Latência uRLLC (RTT local): 0.535 ms
Latência uRLLC (RTT local): 0.558 ms
Latência uRLLC (RTT local): 0.851 ms
Latência uRLLC (RTT local): 1.222 ms
Latência uRLLC (RTT local): 0.583 ms
Latência uRLLC (RTT local): 1.342 ms
Latência uRLLC (RTT local): 0.484 ms
Latência uRLLC (RTT local): 0.548 ms
Latência uRLLC (RTT local): 0.753 ms
Latência uRLLC (RTT local): 0.505 ms
Latência uRLLC (RTT local): 1.044 ms
Latência uRLLC (RTT local): 0.785 ms
Latência uRLLC (RTT local): 1.369 ms
Latência uRLLC (RTT local): 0.638 ms
Latência uRLLC (RTT local): 0.959 ms
Latência uRLLC (RTT local): 0.815 ms
Latência uRLLC (RTT local): 0.688 ms
Latência uRLLC (RTT local): 1.014 ms
Latência uRLLC (RTT local): 0.923 ms
Latência uRLLC (RTT local): 0.711 ms
Latência uRLLC (RTT local): 0.576 ms
Latência uRLLC (RTT local): 0.873 ms
Latência uRLLC (RTT local): 0.943 ms
Latência uRLLC (RTT local): 0.556 ms
Latência uRLLC (RTT local): 0.551 ms
Latência uRLLC (RTT local): 0.727 ms
Latência uRLLC (RTT local): 1.060 ms
Latência uRLLC (RTT local): 0.875 ms
Latência uRLLC (RTT local): 0.528 ms
Latência uRLLC (RTT local): 0.746 ms
