latencia_ms
0.540
0.642
0.598
0.579
0.962
1.961
0.856
0.625
0.423
0.377
0.399
0.440
0.499
0.432
0.705
0.465
0.550
0.473
0.551
1.937
3.401
0.681
1.693
0.670
4.641
1.521
0.795
0.595
0.496
0.331
0.863
0.679
0.380
0.663
0.615
0.731
0.747
0.667
0.785
0.669
0.559
0.879
0.839
0.935
0.832
0.759
0.709
1.093
0.945
0.644
1.055
1.072
1.167
0.685
1.163
0.643
1.131
0.902
0.829
0.603
0.833
1.111
0.645
0.987
1.122
1.027
0.587
0.788
0.635
0.445
0.601
0.470
0.574
0.856
1.582
0.844
0.733
0.707
0.806
0.753
0.886
1.410
0.907
0.685
0.921
0.843
3.794
1.311
0.630
0.584
0.526
0.729
0.778
0.799
1.002
0.936
0.754
0.848
0.483
0.470
0.552
0.615
0.535
0.558
0.851
1.222
0.583
1.342
0.484
0.548
0.753
0.505
1.044
0.785
1.369
0.638
0.959
0.815
0.688
1.014
0.923
0.711
0.576
0.873
0.943
0.556
0.551
0.727
1.060
0.875
0.528
0.746
0.664
0.852
0.825
0.608
0.913
0.904
0.650
0.632
0.759
0.670
0.916
0.800
1.121
0.598
0.741
0.465
0.488
0.568
0.591
0.613
0.880
0.533
0.804
0.741
0.993
0.715
0.995
0.501
0.693
0.619
0.813
0.602
0.876
1.072
0.808
0.745
0.610
0.586
0.680
0.644
1.639
0.599
0.549
0.659
7.610
0.753
2.731
0.579
0.808
0.868
0.882
0.824
0.522
1.480
0.922
0.822
0.603
0.997
1.595
0.895
0.969
0.510
0.670
1.033
0.744
0.766
0.905
0.721
0.749
0.643
0.573
0.710
0.519
0.536
0.705
0.472
0.600
0.533
0.584
0.526
0.782
0.856
0.758
1.334
0.967
0.791
0.612
0.757
0.725
0.871
0.843
0.436
0.630
1.012
1.044
0.903
1.307
1.106
1.315
0.929
1.484
1.967
1.136
1.549
1.293
1.373
1.215
1.184
1.186
1.365
1.007
1.868
1.390
1.205
1.250
1.624
1.630
1.360
1.394
13.927
1.553
2.549
1.048
1.135
0.858
0.879
1.150
1.009
1.015
1.019
1.045
1.457
1.157
1.268
0.986
1.143
1.104
0.923
0.998
1.353
0.974
1.362
2.663
0.889
0.725
1.024
0.803
0.818
1.150
1.209
1.430
0.503
0.815
0.577
0.874
1.065
1.105
1.786
0.803
0.865
1.262
2.164
1.602
1.155
1.093
1.134
1.076
1.165
0.767
0.848
1.243
0.665
0.676
0.797
0.790
0.638
0.613
0.849
0.941
1.085
0.790
0.465
0.884
0.892
0.641
0.755
0.827
0.784
0.643
0.489
0.909
1.516
1.290
1.352
1.793
1.628
0.823
1.171
1.058
1.410
2.208
2.340
1.474
1.177
1.117
2.166
1.127
2.031
1.555
1.012
1.225
1.706
1.404
1.388
1.437
1.149
1.292
1.554
1.368
1.354
1.254
1.546
1.323
1.642
1.266
1.135
1.537
1.415
0.971
1.265
1.892
2.174
1.378
1.358
1.610
1.196
0.663
1.054
0.784
0.926
0.579
1.198
0.539
1.017
1.062
1.089
1.169
1.385
1.186
1.102
1.337
1.330
1.005
1.104
1.107
0.924
1.119
0.687
0.764
0.563
1.240
0.868
0.978
1.107
1.298
0.960
0.901
0.627
0.694
0.804
0.697
0.583
0.598
0.615
0.593
0.948
1.043
0.966
0.756
0.894
0.501
0.671
0.398
0.892
0.845
0.467
0.863
0.743
0.831
0.541
0.853
0.790
0.880
0.374
0.789
0.513
0.637
0.641
0.579
0.605
0.874
0.886
1.874
0.961
1.440
0.684
0.615
1.138
1.050
1.735
0.604
0.810
0.682
1.055
0.568
1.079
0.899
1.329
0.973
1.375
1.235
0.954
0.661
0.875
0.560
0.927
1.159
1.321
0.829
0.582
0.577
0.942
0.849
1.877
1.014
0.992
0.803
0.653
0.820
0.963
1.190
1.099
1.173
1.338
0.894
1.167
0.908
0.677
0.573
0.706
0.922
0.882
0.941
1.072
1.487
1.111
0.648
0.504
0.714
0.874
0.490
0.884
0.883
0.703
10.829
1.655
0.817
0.807
0.805
0.666
1.260
1.544
3.992
2.038
0.965
0.858
1.120
2.122
1.383
0.823
0.877
1.583
1.013
0.964
1.065
0.789
0.939
0.667
0.866
0.824
1.053
0.947
1.236
0.587
0.543
0.853
0.915
0.965
1.418
0.779
4.614
1.222
0.575
0.877
0.566
0.743
0.872
0.732
0.710
0.843
0.768
0.970
0.779
0.666
1.014
0.747
1.270
1.128
0.936
0.831
0.594
0.960
0.742
1.062
0.815
0.579
0.791
0.819
0.623
0.862
0.531
0.626
0.646
0.565
0.826
0.641
0.878
1.045
0.695
0.815
0.973
0.961
0.606
1.020
0.884
0.662
0.694
0.565
0.638
0.557
0.675
0.568
0.566
0.608
0.633
0.674
0.632
