Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 1.370 ms
Latência uRLLC (RTT local): 0.813 ms
Latência uRLLC (RTT local): 0.643 ms
Latência uRLLC (RTT local): 0.650 ms
Latência uRLLC (RTT local): 0.651 ms
Latência uRLLC (RTT local): 3.066 ms
Latência uRLLC (RTT local): 0.720 ms
Latência uRLLC (RTT local): 0.812 ms
Latência uRLLC (RTT local): 0.640 ms
Latência uRLLC (RTT local): 0.622 ms
Latência uRLLC (RTT local): 0.802 ms
Latência uRLLC (RTT local): 0.561 ms
Latência uRLLC (RTT local): 0.580 ms
Latência uRLLC (RTT local): 0.537 ms
Latência uRLLC (RTT local): 0.633 ms
Latência uRLLC (RTT local): 0.658 ms
Latência uRLLC (RTT local): 0.690 ms
Latência uRLLC (RTT local): 0.637 ms
Latência uRLLC (RTT local): 0.662 ms
Latência uRLLC (RTT local): 1.383 ms
Latência uRLLC (RTT local): 2.415 ms
Latência uRLLC (RTT local): 1.488 ms
Latência uRLLC (RTT local): 1.168 ms
Latência uRLLC (RTT local): 0.780 ms
Latência uRLLC (RTT local): 1.008 ms
Latência uRLLC (RTT local): 0.644 ms
Latência uRLLC (RTT local): 0.830 ms
Latência uRLLC (RTT local): 0.711 ms
Latência uRLLC (RTT local): 0.672 ms
Latência uRLLC (RTT local): 0.572 ms
Latência uRLLC (RTT local): 2.748 ms
Latência uRLLC (RTT local): 0.585 ms
Latência uRLLC (RTT local): 1.428 ms
Latência uRLLC (RTT local): 0.586 ms
Latência uRLLC (RTT local): 0.558 ms
Latência uRLLC (RTT local): 0.790 ms
Latência uRLLC (RTT local): 0.670 ms
Latência uRLLC (RTT local): 0.734 ms
Latência uRLLC (RTT local): 1.994 ms
Latência uRLLC (RTT local): 0.831 ms
Latência uRLLC (RTT local): 0.852 ms
Latência uRLLC (RTT local): 1.060 ms
Latência uRLLC (RTT local): 0.687 ms
Latência uRLLC (RTT local): 0.954 ms
Latência uRLLC (RTT local): 0.764 ms
Latência uRLLC (RTT local): 0.706 ms
Latência uRLLC (RTT local): 0.676 ms
Latência uRLLC (RTT local): 0.941 ms
Latência uRLLC (RTT local): 0.687 ms
Latência uRLLC (RTT local): 0.995 ms
Latência uRLLC (RTT local): 1.124 ms
Latência uRLLC (RTT local): 0.713 ms
Latência uRLLC (RTT local): 1.314 ms
Latência uRLLC (RTT local): 0.898 ms
Latência uRLLC (RTT local): 0.651 ms
Latência uRLLC (RTT local): 1.165 ms
Latência uRLLC (RTT local): 1.128 ms
Latência uRLLC (RTT local): 0.690 ms
Latência uRLLC (RTT local): 0.849 ms
Latência uRLLC (RTT local): 0.654 ms
Latência uRLLC (RTT local): 0.737 ms
Latência uRLLC (RTT local): 0.591 ms
Latência uRLLC (RTT local): 0.722 ms
Latência uRLLC (RTT local): 0.596 ms
Latência uRLLC (RTT local): 0.890 ms
Latência uRLLC (RTT local): 0.861 ms
Latência uRLLC (RTT local): 0.715 ms
Latência uRLLC (RTT local): 0.602 ms
Latência uRLLC (RTT local): 1.154 ms
Latência uRLLC (RTT local): 0.751 ms
Latência uRLLC (RTT local): 0.734 ms
Latência uRLLC (RTT local): 0.737 ms
Latência uRLLC (RTT local): 0.765 ms
Latência uRLLC (RTT local): 0.682 ms
Latência uRLLC (RTT local): 1.587 ms
Latência uRLLC (RTT local): 0.702 ms
Latência uRLLC (RTT local): 0.715 ms
Latência uRLLC (RTT local): 0.578 ms
Latência uRLLC (RTT local): 0.760 ms
Latência uRLLC (RTT local): 0.689 ms
Latência uRLLC (RTT local): 0.786 ms
Latência uRLLC (RTT local): 0.626 ms
Latência uRLLC (RTT local): 0.709 ms
Latência uRLLC (RTT local): 0.636 ms
Latência uRLLC (RTT local): 1.225 ms
Latência uRLLC (RTT local): 0.898 ms
Latência uRLLC (RTT local): 2.992 ms
Latência uRLLC (RTT local): 0.874 ms
Latência uRLLC (RTT local): 1.231 ms
Latência uRLLC (RTT local): 1.145 ms
Latência uRLLC (RTT local): 0.875 ms
Latência uRLLC (RTT local): 0.593 ms
Latência uRLLC (RTT local): 0.675 ms
Latência uRLLC (RTT local): 0.878 ms
Latência uRLLC (RTT local): 0.992 ms
Latência uRLLC (RTT local): 0.815 ms
Latência uRLLC (RTT local): 0.704 ms
Latência uRLLC (RTT local): 0.952 ms
Latência uRLLC (RTT local): 0.697 ms
Latência uRLLC (RTT local): 0.947 ms
Latência uRLLC (RTT local): 0.794 ms
Latência uRLLC (RTT local): 0.714 ms
Latência uRLLC (RTT local): 0.493 ms
Latência uRLLC (RTT local): 0.426 ms
Latência uRLLC (RTT local): 1.109 ms
Latência uRLLC (RTT local): 0.814 ms
Latência uRLLC (RTT local): 0.851 ms
Latência uRLLC (RTT local): 1.394 ms
Latência uRLLC (RTT local): 0.644 ms
Latência uRLLC (RTT local): 0.699 ms
Latência uRLLC (RTT local): 0.737 ms
Latência uRLLC (RTT local): 0.936 ms
Latência uRLLC (RTT local): 1.379 ms
Latência uRLLC (RTT local): 1.452 ms
Latência uRLLC (RTT local): 0.766 ms
Latência uRLLC (RTT local): 0.629 ms
Latência uRLLC (RTT local): 0.603 ms
Latência uRLLC (RTT local): 0.590 ms
Latência uRLLC (RTT local): 0.960 ms
Latência uRLLC (RTT local): 1.118 ms
Latência uRLLC (RTT local): 1.433 ms
Latência uRLLC (RTT local): 0.458 ms
Latência uRLLC (RTT local): 0.529 ms
Latência uRLLC (RTT local): 0.978 ms
Latência uRLLC (RTT local): 0.912 ms
Latência uRLLC (RTT local): 0.687 ms
Latência uRLLC (RTT local): 0.645 ms
Latência uRLLC (RTT local): 0.567 ms
Latência uRLLC (RTT local): 0.625 ms
Latência uRLLC (RTT local): 0.743 ms
Latência uRLLC (RTT local): 0.871 ms
Latência uRLLC (RTT local): 0.568 ms
Latência uRLLC (RTT local): 0.991 ms
Latência uRLLC (RTT local): 0.739 ms
Latência uRLLC (RTT local): 0.576 ms
Latência uRLLC (RTT local): 0.659 ms
Latência uRLLC (RTT local): 0.859 ms
Latência uRLLC (RTT local): 0.890 ms
Latência uRLLC (RTT local): 0.982 ms
Latência uRLLC (RTT local): 0.545 ms
Latência uRLLC (RTT local): 0.651 ms
Latência uRLLC (RTT local): 0.558 ms
Latência uRLLC (RTT local): 0.986 ms
Latência uRLLC (RTT local): 0.721 ms
Latência uRLLC (RTT local): 1.101 ms
Latência uRLLC (RTT local): 0.584 ms
Latência uRLLC (RTT local): 0.512 ms
Latência uRLLC (RTT local): 0.663 ms
Latência uRLLC (RTT local): 0.723 ms
Latência uRLLC (RTT local): 0.675 ms
Latência uRLLC (RTT local): 0.625 ms
Latência uRLLC (RTT local): 0.953 ms
Latência uRLLC (RTT local): 1.041 ms
Latência uRLLC (RTT local): 0.866 ms
Latência uRLLC (RTT local): 0.748 ms
Latência uRLLC (RTT local): 0.567 ms
Latência uRLLC (RTT local): 0.888 ms
Latência uRLLC (RTT local): 0.895 ms
Latência uRLLC (RTT local): 1.214 ms
Latência uRLLC (RTT local): 0.674 ms
Latência uRLLC (RTT local): 0.603 ms
Latência uRLLC (RTT local): 0.727 ms
Latência uRLLC (RTT local): 0.772 ms
Latência uRLLC (RTT local): 0.444 ms
Latência uRLLC (RTT local): 0.772 ms
Latência uRLLC (RTT local): 0.594 ms
Latência uRLLC (RTT local): 0.461 ms
Latência uRLLC (RTT local): 0.689 ms
Latência uRLLC (RTT local): 0.715 ms
Latência uRLLC (RTT local): 0.548 ms
Latência uRLLC (RTT local): 0.849 ms
Latência uRLLC (RTT local): 0.615 ms
Latência uRLLC (RTT local): 1.686 ms
Latência uRLLC (RTT local): 0.629 ms
Latência uRLLC (RTT local): 0.565 ms
Latência uRLLC (RTT local): 0.560 ms
Latência uRLLC (RTT local): 3.834 ms
Latência uRLLC (RTT local): 0.706 ms
Latência uRLLC (RTT local): 1.944 ms
Latência uRLLC (RTT local): 0.803 ms
Latência uRLLC (RTT local): 1.102 ms
Latência uRLLC (RTT local): 0.817 ms
Latência uRLLC (RTT local): 1.107 ms
Latência uRLLC (RTT local): 0.632 ms
Latência uRLLC (RTT local): 0.647 ms
Latência uRLLC (RTT local): 1.216 ms
Latência uRLLC (RTT local): 1.220 ms
Latência uRLLC (RTT local): 0.799 ms
Latência uRLLC (RTT local): 0.643 ms
Latência uRLLC (RTT local): 0.740 ms
Latência uRLLC (RTT local): 1.130 ms
Latência uRLLC (RTT local): 1.005 ms
Latência uRLLC (RTT local): 1.596 ms
Latência uRLLC (RTT local): 0.900 ms
Latência uRLLC (RTT local): 0.679 ms
Latência uRLLC (RTT local): 0.993 ms
Latência uRLLC (RTT local): 0.606 ms
Latência uRLLC (RTT local): 0.723 ms
Latência uRLLC (RTT local): 0.626 ms
Latência uRLLC (RTT local): 0.735 ms
Latência uRLLC (RTT local): 0.694 ms
Latência uRLLC (RTT local): 0.738 ms
Latência uRLLC (RTT local): 0.454 ms
Latência uRLLC (RTT local): 0.573 ms
Latência uRLLC (RTT local): 0.731 ms
Latência uRLLC (RTT local): 0.561 ms
Latência uRLLC (RTT local): 0.592 ms
Latência uRLLC (RTT local): 0.632 ms
Latência uRLLC (RTT local): 0.683 ms
Latência uRLLC (RTT local): 0.681 ms
Latência uRLLC (RTT local): 0.625 ms
Latência uRLLC (RTT local): 0.749 ms
Latência uRLLC (RTT local): 0.697 ms
Latência uRLLC (RTT local): 0.809 ms
Latência uRLLC (RTT local): 0.696 ms
Latência uRLLC (RTT local): 1.601 ms
Latência uRLLC (RTT local): 0.971 ms
Latência uRLLC (RTT local): 0.882 ms
Latência uRLLC (RTT local): 0.715 ms
Latência uRLLC (RTT local): 0.848 ms
Latência uRLLC (RTT local): 0.723 ms
Latência uRLLC (RTT local): 1.333 ms
Latência uRLLC (RTT local): 1.173 ms
Latência uRLLC (RTT local): 0.550 ms
Latência uRLLC (RTT local): 0.594 ms
Latência uRLLC (RTT local): 1.141 ms
Latência uRLLC (RTT local): 0.805 ms
Latência uRLLC (RTT local): 1.433 ms
Latência uRLLC (RTT local): 1.616 ms
Latência uRLLC (RTT local): 1.291 ms
Latência uRLLC (RTT local): 1.926 ms
Latência uRLLC (RTT local): 1.400 ms
Latência uRLLC (RTT local): 1.942 ms
Latência uRLLC (RTT local): 1.600 ms
Latência uRLLC (RTT local): 0.975 ms
Latência uRLLC (RTT local): 1.151 ms
Latência uRLLC (RTT local): 1.072 ms
Latência uRLLC (RTT local): 2.080 ms
Latência uRLLC (RTT local): 1.047 ms
Latência uRLLC (RTT local): 1.342 ms
Latência uRLLC (RTT local): 1.116 ms
Latência uRLLC (RTT local): 1.181 ms
Latência uRLLC (RTT local): 1.073 ms
Latência uRLLC (RTT local): 1.189 ms
Latência uRLLC (RTT local): 1.242 ms
Latência uRLLC (RTT local): 1.174 ms
Latência uRLLC (RTT local): 1.109 ms
Latência uRLLC (RTT local): 1.076 ms
Latência uRLLC (RTT local): 1.498 ms
Latência uRLLC (RTT local): 1.070 ms
Latência uRLLC (RTT local): 0.910 ms
Latência uRLLC (RTT local): 4.899 ms
Latência uRLLC (RTT local): 1.137 ms
Latência uRLLC (RTT local): 1.959 ms
Latência uRLLC (RTT local): 0.988 ms
Latência uRLLC (RTT local): 1.424 ms
Latência uRLLC (RTT local): 1.252 ms
Latência uRLLC (RTT local): 1.029 ms
Latência uRLLC (RTT local): 1.234 ms
Latência uRLLC (RTT local): 0.852 ms
Latência uRLLC (RTT local): 1.121 ms
Latência uRLLC (RTT local): 1.395 ms
Latência uRLLC (RTT local): 1.157 ms
Latência uRLLC (RTT local): 2.238 ms
Latência uRLLC (RTT local): 1.375 ms
Latência uRLLC (RTT local): 1.199 ms
Latência uRLLC (RTT local): 1.048 ms
