timestamp_recebimento,ip_origem,site,sequencia,latencia_ms
1784976782.734101,10.0.31.1,Reitoria,0,1143.143
1784976783.146430,10.0.31.1,Reitoria,1,55.444
1784976783.303179,10.0.31.1,Reitoria,2,55.852
1784976783.459888,10.0.31.1,Reitoria,3,55.830
1784976784.163702,10.0.31.1,Reitoria,4,55.716
1784976787.499286,10.0.31.1,Reitoria,5,56.087
1784976787.655847,10.0.31.1,Reitoria,6,55.715
1784976787.781606,10.0.11.1,Biblioteca,0,55.809
1784976787.811491,10.0.31.1,Reitoria,7,54.795
1784976787.937908,10.0.11.1,Biblioteca,1,55.254
1784976787.967697,10.0.31.1,Reitoria,8,55.739
1784976788.094214,10.0.11.1,Biblioteca,2,55.778
1784976788.124070,10.0.31.1,Reitoria,9,55.810
1784976795.782868,10.0.31.1,Reitoria,10,56.775
1784976796.468051,10.0.31.1,Reitoria,11,56.276
1784976799.055512,10.0.21.1,Laboratorios,0,56.267
1784976800.308095,10.0.21.1,Laboratorios,1,55.980
1784976800.464836,10.0.21.1,Laboratorios,2,55.824
1784976801.243304,10.0.21.1,Laboratorios,3,55.856
1784976802.830937,10.0.31.1,Reitoria,12,55.902
1784976803.747505,10.0.21.1,Laboratorios,4,56.104
1784976804.427524,10.0.21.1,Laboratorios,5,55.936
1784976804.846468,10.0.21.1,Laboratorios,6,317.947
1784976805.044633,10.0.31.1,Reitoria,13,56.069
1784976805.726404,10.0.31.1,Reitoria,14,580.752
1784976806.142707,10.0.31.1,Reitoria,15,315.159
1784976806.564385,10.0.31.1,Reitoria,16,56.583
1784976806.981149,10.0.31.1,Reitoria,17,55.264
1784976807.510492,10.0.31.1,Reitoria,18,428.668
1784976807.667275,10.0.31.1,Reitoria,19,55.940
1784976808.883375,10.0.31.1,Reitoria,20,55.837
1784976809.358862,10.0.21.1,Laboratorios,7,55.852
1784976809.808532,10.0.31.1,Reitoria,21,389.203
1784976810.286564,10.0.31.1,Reitoria,22,377.112
1784976810.443424,10.0.31.1,Reitoria,23,55.883
1784976811.571949,10.0.21.1,Laboratorios,8,55.750
1784976811.728595,10.0.21.1,Laboratorios,9,55.727
1784976811.854370,10.0.31.1,Reitoria,24,1308.115
1784976811.885451,10.0.21.1,Laboratorios,10,55.891
1784976812.394447,10.0.31.1,Reitoria,25,55.259
1784976812.574412,10.0.21.1,Laboratorios,11,314.612
1784976812.943551,10.0.31.1,Reitoria,26,55.462
1784976818.438384,10.0.11.1,Biblioteca,3,55.054
1784976825.286457,10.0.21.1,Laboratorios,12,321.036
1784976825.443550,10.0.21.1,Laboratorios,13,56.146
1784976829.447989,10.0.21.1,Laboratorios,14,56.427
1784976831.091742,10.0.21.1,Laboratorios,15,55.514
1784976831.862938,10.0.21.1,Laboratorios,16,315.018
1784976832.283420,10.0.21.1,Laboratorios,17,317.680
1784976837.832232,10.0.31.1,Reitoria,27,56.449
1784976839.129433,10.0.21.1,Laboratorios,17,0.855
1784976839.211723,10.0.11.1,Biblioteca,4,1.291
1784976839.230834,10.0.21.1,Laboratorios,18,0.628
1784976839.315555,10.0.11.1,Biblioteca,5,1.071
1784976839.333225,10.0.21.1,Laboratorios,19,0.690
1784976839.419623,10.0.11.1,Biblioteca,6,1.357
1784976839.435050,10.0.21.1,Laboratorios,20,0.725
1784976839.524815,10.0.11.1,Biblioteca,7,0.770
1784976839.537758,10.0.21.1,Laboratorios,21,0.812
1784976839.626986,10.0.11.1,Biblioteca,8,1.084
1784976839.640751,10.0.21.1,Laboratorios,22,0.923
1784976839.733983,10.0.11.1,Biblioteca,9,1.208
1784976839.742989,10.0.21.1,Laboratorios,23,0.828
1784976839.836454,10.0.11.1,Biblioteca,10,0.631
1784976839.844182,10.0.21.1,Laboratorios,24,0.518
1784976839.936576,10.0.31.1,Reitoria,28,0.798
1784976839.940247,10.0.11.1,Biblioteca,11,0.669
1784976839.947327,10.0.21.1,Laboratorios,25,0.723
1784976840.040931,10.0.31.1,Reitoria,29,0.869
1784976840.053139,10.0.11.1,Biblioteca,12,1.220
1784976840.053960,10.0.21.1,Laboratorios,26,0.521
1784976840.144340,10.0.31.1,Reitoria,30,0.595
1784976840.155397,10.0.11.1,Biblioteca,13,0.808
1784976840.157034,10.0.21.1,Laboratorios,27,0.705
1784976840.248864,10.0.31.1,Reitoria,31,1.312
1784976840.257956,10.0.11.1,Biblioteca,14,1.016
1784976840.259305,10.0.21.1,Laboratorios,28,0.722
1784976840.351906,10.0.31.1,Reitoria,32,0.635
1784976840.359995,10.0.11.1,Biblioteca,15,0.933
1784976840.362094,10.0.21.1,Laboratorios,29,0.635
1784976840.457175,10.0.31.1,Reitoria,33,0.705
1784976840.461789,10.0.11.1,Biblioteca,16,0.834
1784976840.463917,10.0.21.1,Laboratorios,30,0.468
1784976840.560950,10.0.31.1,Reitoria,34,0.614
1784976840.566515,10.0.11.1,Biblioteca,17,1.190
1784976840.566245,10.0.21.1,Laboratorios,31,0.808
1784976840.666667,10.0.31.1,Reitoria,35,0.987
1784976840.667736,10.0.21.1,Laboratorios,32,0.545
1784976840.668284,10.0.11.1,Biblioteca,18,0.650
1784976840.770998,10.0.21.1,Laboratorios,33,0.719
1784976840.772623,10.0.31.1,Reitoria,36,0.569
1784976840.773092,10.0.11.1,Biblioteca,19,1.045
1784976840.873362,10.0.21.1,Laboratorios,34,0.840
1784976840.874290,10.0.31.1,Reitoria,37,0.852
1784976840.874740,10.0.11.1,Biblioteca,20,1.132
1784976840.977254,10.0.31.1,Reitoria,38,0.786
1784976840.977676,10.0.11.1,Biblioteca,21,0.710
1784976840.978875,10.0.21.1,Laboratorios,35,0.663
1784976841.079996,10.0.11.1,Biblioteca,22,1.021
1784976841.080491,10.0.21.1,Laboratorios,36,0.852
1784976841.081057,10.0.31.1,Reitoria,39,1.040
1784976841.183583,10.0.21.1,Laboratorios,37,0.880
1784976841.184579,10.0.11.1,Biblioteca,23,1.025
1784976841.187270,10.0.31.1,Reitoria,40,0.744
1784976841.287427,10.0.21.1,Laboratorios,38,1.496
1784976841.288408,10.0.11.1,Biblioteca,24,1.093
1784976841.289245,10.0.31.1,Reitoria,41,0.972
1784976841.391540,10.0.31.1,Reitoria,42,0.970
1784976841.391826,10.0.21.1,Laboratorios,39,1.256
1784976841.392152,10.0.11.1,Biblioteca,25,1.277
1784976841.495559,10.0.31.1,Reitoria,43,0.870
1784976841.496278,10.0.21.1,Laboratorios,40,0.744
1784976841.497912,10.0.11.1,Biblioteca,26,0.908
