latencia_ms
56.440
55.639
312.366
311.645
2.321
1.561
2.289
1.527
1.661
2.282
1.205
1.186
1.987
1.752
1.672
1.683
1.471
1.972
1.503
1.434
2.053
1.340
2.498
1.695
2.558
1.975
1.664
6
377.856
56.695
1692.648
448.680
438.856
57.062
1.642
1.529
1.291
2.296
1.209
1.237
1.370
1.671
1.222
1.880
1.285
2.120
1.566
1.942
1.596
1.508
