timestamp_recebimento,ip_origem,site,sequencia,latencia_ms
1784977381.432705,10.0.31.1,Reitoria,0,55.226
1784977381.434065,10.0.21.1,Laboratorios,0,56.479
1784977437.680787,10.0.11.1,Biblioteca,0,3.234
1784977437.681381,10.0.31.1,Reitoria,1,2.738
1784977437.782169,10.0.31.1,Reitoria,2,0.339
1784977437.782306,10.0.11.1,Biblioteca,1,0.441
1784977437.893150,10.0.11.1,Biblioteca,2,0.514
1784977437.892967,10.0.31.1,Reitoria,3,0.345
1784977437.996953,10.0.31.1,Reitoria,4,1.034
1784977437.997778,10.0.11.1,Biblioteca,3,1.092
1784977438.090662,10.0.21.1,Laboratorios,0,0.231
1784977438.099102,10.0.31.1,Reitoria,5,0.286
1784977438.099504,10.0.11.1,Biblioteca,4,0.229
1784977438.201456,10.0.21.1,Laboratorios,1,0.366
1784977438.203627,10.0.31.1,Reitoria,6,0.269
1784977438.204560,10.0.11.1,Biblioteca,5,0.317
1784977438.310223,10.0.31.1,Reitoria,7,0.984
1784977438.310488,10.0.21.1,Laboratorios,2,1.108
1784977438.311466,10.0.11.1,Biblioteca,6,0.752
1784977438.413077,10.0.21.1,Laboratorios,3,1.356
1784977438.414661,10.0.11.1,Biblioteca,7,0.952
1784977438.414924,10.0.31.1,Reitoria,8,0.815
1784977438.523722,10.0.11.1,Biblioteca,8,1.619
1784977438.523374,10.0.21.1,Laboratorios,4,1.269
1784977438.526486,10.0.31.1,Reitoria,9,0.770
1784977438.631771,10.0.31.1,Reitoria,10,1.355
1784977438.633710,10.0.21.1,Laboratorios,5,0.690
1784977438.633307,10.0.11.1,Biblioteca,9,0.898
1784977438.736206,10.0.11.1,Biblioteca,10,1.597
1784977438.737664,10.0.21.1,Laboratorios,6,0.758
1784977438.739320,10.0.31.1,Reitoria,11,0.822
1784977438.849591,10.0.11.1,Biblioteca,11,1.896
1784977438.849388,10.0.21.1,Laboratorios,7,0.787
1784977438.851051,10.0.31.1,Reitoria,12,0.950
1784977438.952359,10.0.21.1,Laboratorios,8,0.708
1784977438.952663,10.0.11.1,Biblioteca,12,1.229
1784977438.953333,10.0.31.1,Reitoria,13,0.645
1784977439.056226,10.0.31.1,Reitoria,14,0.805
1784977439.060611,10.0.21.1,Laboratorios,9,0.494
1784977439.063461,10.0.11.1,Biblioteca,13,1.055
1784977439.160465,10.0.31.1,Reitoria,15,0.899
1784977439.162336,10.0.21.1,Laboratorios,10,0.525
1784977439.168784,10.0.11.1,Biblioteca,14,0.869
1784977439.264821,10.0.21.1,Laboratorios,11,1.013
1784977439.264653,10.0.31.1,Reitoria,16,0.845
1784977439.273035,10.0.11.1,Biblioteca,15,0.944
1784977439.366900,10.0.21.1,Laboratorios,12,0.554
1784977439.373385,10.0.31.1,Reitoria,17,0.736
1784977439.377156,10.0.11.1,Biblioteca,16,0.896
1784977439.477046,10.0.21.1,Laboratorios,13,0.660
1784977439.478696,10.0.31.1,Reitoria,18,0.656
1784977439.479770,10.0.11.1,Biblioteca,17,0.883
1784977439.581256,10.0.31.1,Reitoria,19,0.769
1784977439.582702,10.0.11.1,Biblioteca,18,1.146
1784977439.582973,10.0.21.1,Laboratorios,14,1.000
1784977439.685622,10.0.11.1,Biblioteca,19,1.293
1784977439.686568,10.0.21.1,Laboratorios,15,0.538
1784977439.690368,10.0.31.1,Reitoria,20,0.521
1784977439.788641,10.0.21.1,Laboratorios,16,0.728
1784977439.789167,10.0.11.1,Biblioteca,20,0.726
1784977439.798161,10.0.31.1,Reitoria,21,0.868
1784977439.893768,10.0.21.1,Laboratorios,17,0.677
1784977439.897412,10.0.11.1,Biblioteca,21,1.142
1784977439.906475,10.0.31.1,Reitoria,22,1.383
1784977439.995817,10.0.21.1,Laboratorios,18,1.245
1784977440.000816,10.0.11.1,Biblioteca,22,0.737
1784977440.010230,10.0.31.1,Reitoria,23,0.813
1784977440.010869,10.0.21.1,Laboratorios,0,26457.020
1784977440.098130,10.0.21.1,Laboratorios,19,0.651
1784977440.102275,10.0.11.1,Biblioteca,23,0.783
1784977440.120416,10.0.31.1,Reitoria,24,0.618
1784977440.199657,10.0.21.1,Laboratorios,20,0.684
1784977440.204412,10.0.11.1,Biblioteca,24,0.738
1784977440.222360,10.0.31.1,Reitoria,25,0.690
