latencia_ms
56.218
2.910
0.598
0.896
2.608
0.592
0.513
1.684
1.383
1.425
2.192
1.446
1.720
1.105
1.584
1.540
1.277
1.193
1.637
1.988
1.095
1.763
2.642
1.706
1.091
1.218
