Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 2.680 ms
Latência uRLLC (RTT local): 1.229 ms
Latência uRLLC (RTT local): 0.738 ms
Latência uRLLC (RTT local): 0.776 ms
Latência uRLLC (RTT local): 0.773 ms
Latência uRLLC (RTT local): 1.072 ms
Latência uRLLC (RTT local): 1.300 ms
Latência uRLLC (RTT local): 0.684 ms
Latência uRLLC (RTT local): 0.526 ms
Latência uRLLC (RTT local): 1.161 ms
Latência uRLLC (RTT local): 1.051 ms
Latência uRLLC (RTT local): 0.803 ms
Latência uRLLC (RTT local): 1.173 ms
Latência uRLLC (RTT local): 1.176 ms
Latência uRLLC (RTT local): 0.793 ms
Latência uRLLC (RTT local): 0.738 ms
Latência uRLLC (RTT local): 1.219 ms
Latência uRLLC (RTT local): 0.554 ms
Latência uRLLC (RTT local): 0.634 ms
Latência uRLLC (RTT local): 0.613 ms
Latência uRLLC (RTT local): 1.181 ms
Latência uRLLC (RTT local): 0.861 ms
Latência uRLLC (RTT local): 0.745 ms
Latência uRLLC (RTT local): 0.837 ms
Latência uRLLC (RTT local): 1.066 ms
Latência uRLLC (RTT local): 1.231 ms
Latência uRLLC (RTT local): 0.919 ms
Latência uRLLC (RTT local): 2.427 ms
Latência uRLLC (RTT local): 1.463 ms
Latência uRLLC (RTT local): 1.349 ms
Latência uRLLC (RTT local): 1.587 ms
Latência uRLLC (RTT local): 1.463 ms
Latência uRLLC (RTT local): 1.146 ms
Latência uRLLC (RTT local): 0.813 ms
Latência uRLLC (RTT local): 0.766 ms
Latência uRLLC (RTT local): 1.137 ms
Latência uRLLC (RTT local): 0.662 ms
Latência uRLLC (RTT local): 0.840 ms
Latência uRLLC (RTT local): 0.668 ms
Latência uRLLC (RTT local): 0.643 ms
Latência uRLLC (RTT local): 1.137 ms
Latência uRLLC (RTT local): 1.399 ms
Latência uRLLC (RTT local): 1.334 ms
Latência uRLLC (RTT local): 0.853 ms
Latência uRLLC (RTT local): 1.189 ms
Latência uRLLC (RTT local): 0.988 ms
Latência uRLLC (RTT local): 1.154 ms
Latência uRLLC (RTT local): 0.917 ms
Latência uRLLC (RTT local): 0.695 ms
Latência uRLLC (RTT local): 1.170 ms
Latência uRLLC (RTT local): 1.246 ms
Latência uRLLC (RTT local): 1.454 ms
Latência uRLLC (RTT local): 1.140 ms
Latência uRLLC (RTT local): 0.930 ms
Latência uRLLC (RTT local): 0.897 ms
Latência uRLLC (RTT local): 1.246 ms
Latência uRLLC (RTT local): 1.047 ms
Latência uRLLC (RTT local): 0.987 ms
Latência uRLLC (RTT local): 0.510 ms
Latência uRLLC (RTT local): 0.921 ms
Latência uRLLC (RTT local): 1.269 ms
Latência uRLLC (RTT local): 0.804 ms
Latência uRLLC (RTT local): 0.926 ms
Latência uRLLC (RTT local): 1.427 ms
Latência uRLLC (RTT local): 0.838 ms
Latência uRLLC (RTT local): 1.340 ms
Latência uRLLC (RTT local): 0.697 ms
Latência uRLLC (RTT local): 0.957 ms
Latência uRLLC (RTT local): 0.991 ms
Latência uRLLC (RTT local): 1.050 ms
Latência uRLLC (RTT local): 1.325 ms
Latência uRLLC (RTT local): 1.399 ms
Latência uRLLC (RTT local): 0.960 ms
Latência uRLLC (RTT local): 1.052 ms
Latência uRLLC (RTT local): 1.669 ms
Latência uRLLC (RTT local): 0.830 ms
Latência uRLLC (RTT local): 0.928 ms
Latência uRLLC (RTT local): 1.073 ms
Latência uRLLC (RTT local): 0.877 ms
Latência uRLLC (RTT local): 1.154 ms
Latência uRLLC (RTT local): 1.166 ms
Latência uRLLC (RTT local): 1.216 ms
Latência uRLLC (RTT local): 0.971 ms
Latência uRLLC (RTT local): 0.885 ms
Latência uRLLC (RTT local): 1.179 ms
Latência uRLLC (RTT local): 1.055 ms
Latência uRLLC (RTT local): 0.887 ms
Latência uRLLC (RTT local): 0.839 ms
Latência uRLLC (RTT local): 0.758 ms
Latência uRLLC (RTT local): 0.790 ms
Latência uRLLC (RTT local): 1.136 ms
Latência uRLLC (RTT local): 0.827 ms
Latência uRLLC (RTT local): 0.866 ms
Latência uRLLC (RTT local): 0.719 ms
Latência uRLLC (RTT local): 0.915 ms
Latência uRLLC (RTT local): 1.423 ms
Latência uRLLC (RTT local): 0.861 ms
Latência uRLLC (RTT local): 1.075 ms
Latência uRLLC (RTT local): 0.864 ms
Latência uRLLC (RTT local): 0.964 ms
Latência uRLLC (RTT local): 0.485 ms
Latência uRLLC (RTT local): 0.803 ms
Latência uRLLC (RTT local): 0.823 ms
Latência uRLLC (RTT local): 0.752 ms
Latência uRLLC (RTT local): 0.971 ms
Latência uRLLC (RTT local): 0.708 ms
Latência uRLLC (RTT local): 0.947 ms
Latência uRLLC (RTT local): 1.074 ms
Latência uRLLC (RTT local): 0.728 ms
Latência uRLLC (RTT local): 1.050 ms
Latência uRLLC (RTT local): 0.639 ms
Latência uRLLC (RTT local): 1.798 ms
Latência uRLLC (RTT local): 1.362 ms
Latência uRLLC (RTT local): 1.089 ms
Latência uRLLC (RTT local): 1.425 ms
Latência uRLLC (RTT local): 0.894 ms
Latência uRLLC (RTT local): 0.743 ms
Latência uRLLC (RTT local): 1.326 ms
Latência uRLLC (RTT local): 0.791 ms
