latencia_ms
320.004
318.004
1149.194
1106.545
315.880
315.482
56.142
327.869
593.101
1114.581
836.044
1.185
1.478
1.541
1.947
1.742
2.978
1.289
1.384
1.195
2.444
1.433
1.703
2.571
2.110
2.227
3.334
2.162
