latencia_ms
841.496
3072.504
1628.515
121.900
121.592
121.188
794.245
121.654
452.693
121.612
856.245
487.454
1202.010
122.074
121.689
122.009
1644.024
121.903
121.501
858.950
120.947
121.588
824.308
1540.171
5.113
5.722
5.542
4.980
5.522
5.363
5.389
5.544
5.624
5.566
5.283
5.040
5.256
5.063
5.775
5.220
5.560
5.219
5.166
5.010
4.987
5.294
5.214
4.973
