timestamp_recebimento,ip_origem,site,sequencia,latencia_ms
1784976482.661549,10.0.31.1,Reitoria,0,322.242
1784976483.086992,10.0.31.1,Reitoria,1,323.833
1784976483.248455,10.0.31.1,Reitoria,2,59.907
1784976483.272962,10.0.11.1,Biblioteca,0,871.326
1784976483.408993,10.0.31.1,Reitoria,3,59.136
1784976485.630620,10.0.31.1,Reitoria,4,59.464
1784976486.317127,10.0.31.1,Reitoria,5,585.007
1784976486.368933,10.0.11.1,Biblioteca,1,868.380
1784976486.478668,10.0.31.1,Reitoria,6,59.983
1784976486.901277,10.0.31.1,Reitoria,7,321.167
1784976487.885494,10.0.31.1,Reitoria,8,882.738
1784976488.137546,10.0.11.1,Biblioteca,2,1665.186
1784976488.309137,10.0.31.1,Reitoria,9,322.225
1784976488.361032,10.0.11.1,Biblioteca,3,119.731
1784976488.588869,10.0.11.1,Biblioteca,4,120.396
1784976489.360350,10.0.21.1,Laboratorios,0,839.145
1784976490.250648,10.0.11.1,Biblioteca,5,1557.760
1784976490.474144,10.0.11.1,Biblioteca,6,119.941
1784976490.869647,10.0.31.1,Reitoria,10,326.501
1784976491.369549,10.0.11.1,Biblioteca,7,792.063
1784976491.593583,10.0.11.1,Biblioteca,8,120.266
1784976492.153349,10.0.11.1,Biblioteca,9,456.172
1784976493.357442,10.0.31.1,Reitoria,11,324.962
1784976493.519030,10.0.31.1,Reitoria,12,60.010
1784976493.949484,10.0.31.1,Reitoria,13,329.054
1784976494.925200,10.0.31.1,Reitoria,14,874.241
1784976495.688906,10.0.21.1,Laboratorios,1,3070.220
1784976497.226840,10.0.11.1,Biblioteca,10,498.068
1784976497.417641,10.0.21.1,Laboratorios,2,1626.235
1784976497.639400,10.0.21.1,Laboratorios,3,119.364
1784976497.861154,10.0.21.1,Laboratorios,4,119.079
1784976498.082935,10.0.21.1,Laboratorios,5,118.834
1784976498.977593,10.0.21.1,Laboratorios,6,791.930
1784976499.199338,10.0.21.1,Laboratorios,7,119.270
1784976499.752501,10.0.21.1,Laboratorios,8,450.400
1784976499.974235,10.0.21.1,Laboratorios,9,119.254
1784976502.154590,10.0.11.1,Biblioteca,11,1660.804
1784976503.130862,10.0.11.1,Biblioteca,12,872.806
1784976503.353862,10.0.11.1,Biblioteca,13,119.580
1784976503.578634,10.0.11.1,Biblioteca,14,120.370
