timestamp_recebimento,ip_origem,site,sequencia,latencia_ms
1784976409.612945,10.0.31.1,Reitoria,0,1151.223
1784976409.774260,10.0.31.1,Reitoria,1,59.783
1784976410.196921,10.0.31.1,Reitoria,2,321.147
1784976411.148885,10.0.31.1,Reitoria,3,850.481
1784976413.862781,10.0.21.1,Laboratorios,0,119.700
1784976414.824146,10.0.21.1,Laboratorios,1,858.841
1784976415.400358,10.0.21.1,Laboratorios,2,473.828
1784976415.970184,10.0.21.1,Laboratorios,3,467.315
1784976416.569332,10.0.11.1,Biblioteca,0,492.655
1784976416.792970,10.0.11.1,Biblioteca,1,120.167
1784976416.980831,10.0.31.1,Reitoria,4,326.958
1784976417.142306,10.0.31.1,Reitoria,5,59.907
1784976417.377186,10.0.11.1,Biblioteca,2,480.702
1784976417.601360,10.0.11.1,Biblioteca,3,120.405
1784976417.825423,10.0.11.1,Biblioteca,4,120.334
1784976418.049711,10.0.11.1,Biblioteca,5,120.590
1784976418.273892,10.0.11.1,Biblioteca,6,120.494
1784976419.169160,10.0.11.1,Biblioteca,7,791.410
1784976419.391430,10.0.11.1,Biblioteca,8,118.577
1784976420.692676,10.0.31.1,Reitoria,6,326.774
1784976422.048063,10.0.21.1,Laboratorios,4,487.236
1784976422.268702,10.0.21.1,Laboratorios,5,117.978
1784976423.181885,10.0.31.1,Reitoria,7,326.214
1784976423.607025,10.0.31.1,Reitoria,8,323.834
1784976423.944278,10.0.21.1,Laboratorios,6,1572.949
1784976424.036610,10.0.31.1,Reitoria,9,327.956
1784976424.166020,10.0.21.1,Laboratorios,7,119.279
1784976424.462905,10.0.31.1,Reitoria,10,324.801
1784976424.726419,10.0.21.1,Laboratorios,8,458.001
1784976424.892142,10.0.31.1,Reitoria,11,327.231
1784976425.209430,10.0.11.1,Biblioteca,9,492.948
1784976427.380324,10.0.31.1,Reitoria,12,325.722
1784976427.541780,10.0.31.1,Reitoria,13,60.041
1784976428.551088,10.0.21.1,Laboratorios,9,1601.642
1784976429.136152,10.0.21.1,Laboratorios,10,482.604
1784976432.968364,10.0.21.1,Laboratorios,11,1608.019
1784976434.417264,10.0.11.1,Biblioteca,10,869.141
