timestamp_recebimento,ip_origem,site,sequencia,latencia_ms
1784976706.598450,10.0.31.1,Reitoria,0,55.539
1784976706.598843,10.0.21.1,Laboratorios,0,55.511
1784976707.852989,10.0.21.1,Laboratorios,1,1153.707
1784976707.853197,10.0.31.1,Reitoria,1,1154.216
1784976709.106099,10.0.31.1,Reitoria,2,55.836
1784976709.106324,10.0.21.1,Laboratorios,2,56.060
1784976709.262849,10.0.21.1,Laboratorios,3,55.713
1784976709.785717,10.0.31.1,Reitoria,3,55.684
1784976709.873252,10.0.11.1,Biblioteca,0,55.217
1784976709.942021,10.0.31.1,Reitoria,4,55.585
1784976709.950279,10.0.21.1,Laboratorios,4,316.257
1784976710.293163,10.0.11.1,Biblioteca,1,319.445
1784976710.361710,10.0.31.1,Reitoria,5,55.128
1784976710.364764,10.0.21.1,Laboratorios,5,313.912
1784976710.518114,10.0.31.1,Reitoria,6,55.580
1784976710.705986,10.0.11.1,Biblioteca,2,55.963
1784976710.782837,10.0.21.1,Laboratorios,6,317.584
1784976711.140013,10.0.11.1,Biblioteca,3,55.793
1784976711.197211,10.0.31.1,Reitoria,7,315.329
1784976711.209866,10.0.21.1,Laboratorios,7,55.854
1784976711.353572,10.0.31.1,Reitoria,8,55.776
1784976711.509699,10.0.31.1,Reitoria,9,55.242
1784976711.593830,10.0.11.1,Biblioteca,4,55.762
1784976711.750095,10.0.11.1,Biblioteca,5,55.625
1784976712.188912,10.0.31.1,Reitoria,10,578.834
1784976712.941623,10.0.11.1,Biblioteca,6,515.662
1784976712.957066,10.0.31.1,Reitoria,11,410.931
1784976713.097903,10.0.11.1,Biblioteca,7,55.727
1784976713.530029,10.0.11.1,Biblioteca,8,55.932
1784976714.545902,10.0.11.1,Biblioteca,9,55.702
1784976715.169929,10.0.31.1,Reitoria,12,55.921
1784976716.401456,10.0.31.1,Reitoria,13,55.527
1784976716.557739,10.0.31.1,Reitoria,14,55.841
1784976716.628621,10.0.21.1,Laboratorios,7,318.787
1784976716.784890,10.0.21.1,Laboratorios,8,55.654
1784976716.941144,10.0.21.1,Laboratorios,9,55.814
1784976717.477196,10.0.31.1,Reitoria,15,547.302
1784976717.629093,10.0.21.1,Laboratorios,10,314.930
1784976717.633957,10.0.31.1,Reitoria,16,55.897
1784976718.605057,10.0.31.1,Reitoria,17,602.096
1784976718.988908,10.0.21.1,Laboratorios,11,834.794
1784976719.027575,10.0.31.1,Reitoria,18,55.472
1784976719.183842,10.0.31.1,Reitoria,19,55.640
1784976719.340193,10.0.31.1,Reitoria,20,55.912
1784976719.461164,10.0.11.1,Biblioteca,10,315.984
1784976719.697225,10.0.21.1,Laboratorios,12,55.246
1784976719.769992,10.0.31.1,Reitoria,21,55.805
1784976720.204113,10.0.31.1,Reitoria,22,56.128
1784976720.253016,10.0.11.1,Biblioteca,11,435.020
1784976720.634505,10.0.31.1,Reitoria,23,55.660
1784976720.667794,10.0.11.1,Biblioteca,12,55.748
1784976721.188847,10.0.11.1,Biblioteca,13,420.504
1784976721.602001,10.0.11.1,Biblioteca,14,55.792
1784976722.253153,10.0.31.1,Reitoria,24,1518.003
1784976722.410185,10.0.31.1,Reitoria,25,55.643
1784976722.492551,10.0.11.1,Biblioteca,15,528.398
1784976722.566496,10.0.31.1,Reitoria,26,55.734
1784976722.648873,10.0.11.1,Biblioteca,16,55.658
1784976722.722781,10.0.31.1,Reitoria,27,55.645
1784976723.564873,10.0.11.1,Biblioteca,17,554.861
1784976724.045451,10.0.31.1,Reitoria,28,1221.391
1784976724.724854,10.0.11.1,Biblioteca,18,800.519
1784976725.137957,10.0.11.1,Biblioteca,19,55.871
1784976725.325108,10.0.31.1,Reitoria,29,651.052
1784976725.746029,10.0.31.1,Reitoria,30,55.884
1784976725.902735,10.0.31.1,Reitoria,31,55.763
1784976726.058911,10.0.31.1,Reitoria,32,55.616
1784976726.221212,10.0.11.1,Biblioteca,20,720.964
1784976726.377905,10.0.11.1,Biblioteca,21,55.789
1784976726.794080,10.0.11.1,Biblioteca,22,55.771
1784976727.117154,10.0.31.1,Reitoria,33,683.118
1784976727.273898,10.0.31.1,Reitoria,34,55.840
1784976727.977813,10.0.31.1,Reitoria,35,55.916
1784976728.134145,10.0.31.1,Reitoria,36,55.690
1784976728.562140,10.0.31.1,Reitoria,37,56.021
1784976729.533034,10.0.11.1,Biblioteca,23,581.105
1784976730.349199,10.0.11.1,Biblioteca,24,443.276
1784976730.775575,10.0.31.1,Reitoria,38,55.437
1784976730.931687,10.0.31.1,Reitoria,39,55.707
1784976731.313998,10.0.11.1,Biblioteca,25,55.938
1784976731.348986,10.0.31.1,Reitoria,40,316.784
1784976732.140747,10.0.31.1,Reitoria,41,434.829
1784976732.165088,10.0.11.1,Biblioteca,26,491.130
1784976732.589149,10.0.21.1,Laboratorios,13,315.395
1784976732.931352,10.0.31.1,Reitoria,42,433.387
1784976733.348035,10.0.31.1,Reitoria,43,55.973
1784976733.380808,10.0.21.1,Laboratorios,14,434.676
1784976734.208214,10.0.21.1,Laboratorios,15,468.227
1784976734.245054,10.0.31.1,Reitoria,44,538.163
1784976734.625994,10.0.21.1,Laboratorios,16,55.321
1784976735.389167,10.0.31.1,Reitoria,45,785.191
1784976736.067173,10.0.31.1,Reitoria,46,55.859
1784976736.269243,10.0.21.1,Laboratorios,17,1281.044
1784976736.682341,10.0.21.1,Laboratorios,18,55.384
1784976737.165628,10.0.31.1,Reitoria,47,739.228
1784976737.997636,10.0.11.1,Biblioteca,27,314.131
1784976738.325459,10.0.31.1,Reitoria,48,1059.144
1784976738.994198,10.0.11.1,Biblioteca,28,55.882
1784976739.405490,10.0.31.1,Reitoria,49,723.167
1784976739.819682,10.0.31.1,Reitoria,50,55.426
1784976740.621422,10.0.31.1,Reitoria,51,701.324
1784976741.207471,10.0.11.1,Biblioteca,29,55.170
1784976741.298695,10.0.31.1,Reitoria,52,55.854
1784976741.621259,10.0.11.1,Biblioteca,30,312.694
1784976742.034420,10.0.11.1,Biblioteca,31,55.858
1784976742.473110,10.0.21.1,Laboratorios,19,56.571
1784976742.476665,10.0.31.1,Reitoria,53,818.122
1784976742.631572,10.0.21.1,Laboratorios,20,55.460
1784976742.892101,10.0.31.1,Reitoria,54,55.778
1784976743.565006,10.0.11.1,Biblioteca,32,1152.605
1784976743.994276,10.0.11.1,Biblioteca,33,55.666
1784976744.621608,10.0.11.1,Biblioteca,34,526.467
1784976744.717499,10.0.31.1,Reitoria,55,1724.087
1784976745.106200,10.0.21.1,Laboratorios,21,55.531
1784976745.314802,10.0.11.1,Biblioteca,35,55.497
1784976745.525884,10.0.21.1,Laboratorios,22,319.318
1784976745.869190,10.0.31.1,Reitoria,56,794.801
1784976745.943305,10.0.21.1,Laboratorios,23,316.836
1784976746.061298,10.0.11.1,Biblioteca,36,645.671
1784976746.361885,10.0.21.1,Laboratorios,24,55.627
1784976746.893468,10.0.21.1,Laboratorios,25,430.888
1784976747.133554,10.0.31.1,Reitoria,57,905.301
1784976747.181409,10.0.11.1,Biblioteca,37,1019.298
1784976747.853319,10.0.21.1,Laboratorios,26,602.642
1784976747.981562,10.0.31.1,Reitoria,58,747.310
1784976748.173463,10.0.11.1,Biblioteca,38,626.280
1784976748.270466,10.0.21.1,Laboratorios,27,56.172
1784976748.691550,10.0.21.1,Laboratorios,28,55.640
1784976748.875714,10.0.31.1,Reitoria,59,793.247
1784976749.237595,10.0.11.1,Biblioteca,39,962.953
1784976749.394507,10.0.11.1,Biblioteca,40,55.927
1784976750.131231,10.0.31.1,Reitoria,60,56.147
1784976750.287940,10.0.31.1,Reitoria,61,55.391
1784976750.477552,10.0.21.1,Laboratorios,29,1424.158
1784976750.706490,10.0.31.1,Reitoria,62,55.769
1784976750.861595,10.0.11.1,Biblioteca,41,1365.967
1784976750.863279,10.0.31.1,Reitoria,63,55.626
1784976751.291620,10.0.11.1,Biblioteca,42,56.930
1784976751.949430,10.0.21.1,Laboratorios,30,1370.974
1784976751.949592,10.0.11.1,Biblioteca,43,557.166
1784976752.361886,10.0.21.1,Laboratorios,31,55.611
1784976752.378016,10.0.11.1,Biblioteca,44,55.659
1784976752.534298,10.0.11.1,Biblioteca,45,55.839
1784976753.075694,10.0.31.1,Reitoria,64,55.597
1784976753.100563,10.0.21.1,Laboratorios,32,638.256
1784976753.231853,10.0.31.1,Reitoria,65,55.670
1784976753.388078,10.0.31.1,Reitoria,66,55.774
1784976753.973459,10.0.21.1,Laboratorios,33,772.119
1784976754.061053,10.0.31.1,Reitoria,67,314.783
1784976754.217239,10.0.31.1,Reitoria,68,55.800
1784976754.381261,10.0.11.1,Biblioteca,46,1474.950
1784976754.957074,10.0.21.1,Laboratorios,34,626.750
1784976755.113448,10.0.21.1,Laboratorios,35,55.871
