latencia_ms
1150.390
315.679
899.485
347.479
55.920
1279.408
56.308
56.227
56.263
626.028
56.205
315.808
368.423
56.578
56.578
321.078
1362.590
658.471
56.432
320.293
319.465
56.744
1109.757
1371.985
315.215
435.548
1.373
1.102
1.170
1.174
2.010
1.276
1.216
2.108
1.625
1.006
1.142
1.144
0.818
1.263
1.459
1.280
1.045
2.875
1.594
1.316
1.272
1.589
1.573
1.246
1.612
1.542
