Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 55.838 ms
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Latência uRLLC (RTT local): 3.563 ms
Latência uRLLC (RTT local): 0.775 ms
Latência uRLLC (RTT local): 0.429 ms
Latência uRLLC (RTT local): 0.605 ms
Latência uRLLC (RTT local): 1.683 ms
Latência uRLLC (RTT local): 2.208 ms
Latência uRLLC (RTT local): 2.489 ms
Latência uRLLC (RTT local): 2.135 ms
Latência uRLLC (RTT local): 2.380 ms
Latência uRLLC (RTT local): 1.864 ms
Latência uRLLC (RTT local): 1.271 ms
Latência uRLLC (RTT local): 1.331 ms
Latência uRLLC (RTT local): 1.492 ms
Latência uRLLC (RTT local): 1.539 ms
Latência uRLLC (RTT local): 1.761 ms
Latência uRLLC (RTT local): 1.583 ms
Latência uRLLC (RTT local): 1.717 ms
Latência uRLLC (RTT local): 1.822 ms
Latência uRLLC (RTT local): 1.580 ms
Latência uRLLC (RTT local): 1.925 ms
Latência uRLLC (RTT local): 2.238 ms
Latência uRLLC (RTT local): 2.921 ms
Latência uRLLC (RTT local): 1.916 ms
Latência uRLLC (RTT local): 2.215 ms
Latência uRLLC (RTT local): 1.484 ms
Gerador uRLLC finalizado. 26 medições salvas; tentativas=37, falhas=11
