latencia_ms
1663.847
1622.723
489.486
478.314
817.765
810.245
460.868
1139.555
494.320
1261.525
843.746
124.815
123.228
864.480
1555.280
124.764
124.025
124.030
457.702
122.978
124.805
1600.662
828.071
878.492
123.372
123.980
124.013
123.757
124.235
457.904
123.749
459.648
123.380
123.784
481.793
122.862
872.468
125.149
1618.992
475.430
872.019
1666.951
123.900
123.827
468.019
354.069
7.953
7.893
7.953
7.815
7.977
8.035
8.152
7.825
7.478
8.375
7.897
7.663
8.052
7.922
7.100
7.410
7.081
8.039
7.619
7.494
8.021
7.825
8.196
7.924
7.755
