Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 1616.646 ms
Latência uRLLC (RTT local): 121.050 ms
Falha ao medir latência, reconectando
Erro de conexão: timed out, reconectando
Latência uRLLC (RTT local): 856.173 ms
Latência uRLLC (RTT local): 860.066 ms
Latência uRLLC (RTT local): 475.789 ms
Latência uRLLC (RTT local): 120.301 ms
Latência uRLLC (RTT local): 121.124 ms
Latência uRLLC (RTT local): 459.489 ms
Latência uRLLC (RTT local): 460.578 ms
Latência uRLLC (RTT local): 457.879 ms
Latência uRLLC (RTT local): 1147.438 ms
Latência uRLLC (RTT local): 780.373 ms
Falha ao medir latência, reconectando
Latência uRLLC (RTT local): 490.577 ms
Latência uRLLC (RTT local): 493.681 ms
Latência uRLLC (RTT local): 479.177 ms
Falha ao medir latência, reconectando
Latência uRLLC (RTT local): 122.147 ms
Latência uRLLC (RTT local): 121.838 ms
Latência uRLLC (RTT local): 479.228 ms
Latência uRLLC (RTT local): 469.540 ms
Latência uRLLC (RTT local): 121.538 ms
Latência uRLLC (RTT local): 1499.111 ms
Latência uRLLC (RTT local): 120.889 ms
Latência uRLLC (RTT local): 455.642 ms
Latência uRLLC (RTT local): 121.802 ms
Latência uRLLC (RTT local): 454.035 ms
Latência uRLLC (RTT local): 121.714 ms
Latência uRLLC (RTT local): 121.740 ms
Latência uRLLC (RTT local): 121.581 ms
Latência uRLLC (RTT local): 1458.068 ms
Falha ao medir latência, reconectando
Latência uRLLC (RTT local): 122.130 ms
Latência uRLLC (RTT local): 852.279 ms
Latência uRLLC (RTT local): 474.866 ms
Latência uRLLC (RTT local): 122.318 ms
Latência uRLLC (RTT local): 120.614 ms
Latência uRLLC (RTT local): 463.596 ms
Latência uRLLC (RTT local): 122.162 ms
Falha ao medir latência, reconectando
Latência uRLLC (RTT local): 1600.403 ms
Latência uRLLC (RTT local): 491.853 ms
Latência uRLLC (RTT local): 477.740 ms
Latência uRLLC (RTT local): 471.498 ms
Latência uRLLC (RTT local): 469.900 ms
Latência uRLLC (RTT local): 457.527 ms
Falha ao medir latência, reconectando
Latência uRLLC (RTT local): 1626.101 ms
Falha ao medir latência, reconectando
Latência uRLLC (RTT local): 855.079 ms
Latência uRLLC (RTT local): 485.072 ms
Latência uRLLC (RTT local): 121.647 ms
Latência uRLLC (RTT local): 121.496 ms
Latência uRLLC (RTT local): 121.537 ms
Latência uRLLC (RTT local): 458.454 ms
Latência uRLLC (RTT local): 461.979 ms
Latência uRLLC (RTT local): 457.610 ms
Latência uRLLC (RTT local): 454.271 ms
Latência uRLLC (RTT local): 121.677 ms
Latência uRLLC (RTT local): 121.432 ms
Falha ao medir latência, reconectando
Latência uRLLC (RTT local): 5.356 ms
Latência uRLLC (RTT local): 4.842 ms
Latência uRLLC (RTT local): 5.402 ms
Latência uRLLC (RTT local): 5.527 ms
Latência uRLLC (RTT local): 5.430 ms
Latência uRLLC (RTT local): 5.361 ms
Latência uRLLC (RTT local): 5.663 ms
Latência uRLLC (RTT local): 5.383 ms
Latência uRLLC (RTT local): 5.378 ms
Latência uRLLC (RTT local): 5.387 ms
Latência uRLLC (RTT local): 5.553 ms
Latência uRLLC (RTT local): 5.113 ms
Latência uRLLC (RTT local): 5.403 ms
Latência uRLLC (RTT local): 5.368 ms
Latência uRLLC (RTT local): 5.230 ms
Latência uRLLC (RTT local): 4.998 ms
Latência uRLLC (RTT local): 4.991 ms
Latência uRLLC (RTT local): 5.339 ms
Latência uRLLC (RTT local): 4.890 ms
Latência uRLLC (RTT local): 4.857 ms
Latência uRLLC (RTT local): 5.317 ms
Latência uRLLC (RTT local): 4.832 ms
Latência uRLLC (RTT local): 5.262 ms
Latência uRLLC (RTT local): 5.038 ms
Latência uRLLC (RTT local): 5.055 ms
Latência uRLLC (RTT local): 5.600 ms
Latência uRLLC (RTT local): 5.207 ms
Latência uRLLC (RTT local): 5.609 ms
Latência uRLLC (RTT local): 5.355 ms
Gerador uRLLC finalizado. 83 medições salvas; tentativas=92, falhas=9
