Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 840.251 ms
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Latência uRLLC (RTT local): 3.863 ms
Latência uRLLC (RTT local): 0.607 ms
Latência uRLLC (RTT local): 0.565 ms
Latência uRLLC (RTT local): 1.768 ms
Latência uRLLC (RTT local): 2.117 ms
Latência uRLLC (RTT local): 2.147 ms
Latência uRLLC (RTT local): 2.006 ms
Latência uRLLC (RTT local): 1.791 ms
Latência uRLLC (RTT local): 1.667 ms
Latência uRLLC (RTT local): 2.065 ms
Latência uRLLC (RTT local): 1.376 ms
Latência uRLLC (RTT local): 1.673 ms
Latência uRLLC (RTT local): 1.645 ms
Latência uRLLC (RTT local): 0.957 ms
Latência uRLLC (RTT local): 1.878 ms
Latência uRLLC (RTT local): 1.144 ms
Latência uRLLC (RTT local): 1.231 ms
Latência uRLLC (RTT local): 1.642 ms
Latência uRLLC (RTT local): 1.477 ms
Latência uRLLC (RTT local): 1.413 ms
Latência uRLLC (RTT local): 1.002 ms
Latência uRLLC (RTT local): 1.457 ms
Latência uRLLC (RTT local): 1.886 ms
Latência uRLLC (RTT local): 1.299 ms
Latência uRLLC (RTT local): 1.497 ms
Gerador uRLLC finalizado. 26 medições salvas; tentativas=36, falhas=10
