Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Erro de conexão: timed out, reconectando
Latência uRLLC (RTT local): 4.104 ms
Latência uRLLC (RTT local): 0.454 ms
Latência uRLLC (RTT local): 0.684 ms
Latência uRLLC (RTT local): 1.959 ms
Latência uRLLC (RTT local): 3.211 ms
Latência uRLLC (RTT local): 2.027 ms
Latência uRLLC (RTT local): 2.370 ms
Latência uRLLC (RTT local): 2.449 ms
Latência uRLLC (RTT local): 2.096 ms
Latência uRLLC (RTT local): 2.132 ms
Latência uRLLC (RTT local): 2.066 ms
Latência uRLLC (RTT local): 2.441 ms
Latência uRLLC (RTT local): 2.565 ms
Latência uRLLC (RTT local): 1.611 ms
Latência uRLLC (RTT local): 2.071 ms
Latência uRLLC (RTT local): 1.404 ms
Latência uRLLC (RTT local): 1.673 ms
Latência uRLLC (RTT local): 1.300 ms
Latência uRLLC (RTT local): 1.479 ms
Latência uRLLC (RTT local): 1.374 ms
Latência uRLLC (RTT local): 1.357 ms
Latência uRLLC (RTT local): 1.525 ms
Latência uRLLC (RTT local): 2.009 ms
Latência uRLLC (RTT local): 1.258 ms
Latência uRLLC (RTT local): 1.829 ms
Gerador uRLLC finalizado. 25 medições salvas; tentativas=35, falhas=10
