Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 0.444 ms
Latência uRLLC (RTT local): 0.704 ms
Latência uRLLC (RTT local): 0.565 ms
Latência uRLLC (RTT local): 0.581 ms
Latência uRLLC (RTT local): 0.581 ms
Latência uRLLC (RTT local): 0.749 ms
Latência uRLLC (RTT local): 0.598 ms
Latência uRLLC (RTT local): 0.675 ms
Latência uRLLC (RTT local): 0.875 ms
Latência uRLLC (RTT local): 0.661 ms
Latência uRLLC (RTT local): 0.918 ms
Latência uRLLC (RTT local): 1.089 ms
Latência uRLLC (RTT local): 1.391 ms
Latência uRLLC (RTT local): 1.126 ms
Latência uRLLC (RTT local): 0.999 ms
Latência uRLLC (RTT local): 1.050 ms
Latência uRLLC (RTT local): 1.104 ms
Latência uRLLC (RTT local): 1.276 ms
Latência uRLLC (RTT local): 1.267 ms
Latência uRLLC (RTT local): 1.209 ms
Latência uRLLC (RTT local): 0.734 ms
Latência uRLLC (RTT local): 0.764 ms
Latência uRLLC (RTT local): 1.433 ms
Latência uRLLC (RTT local): 0.903 ms
Latência uRLLC (RTT local): 0.582 ms
Latência uRLLC (RTT local): 0.929 ms
Latência uRLLC (RTT local): 1.097 ms
Latência uRLLC (RTT local): 0.639 ms
Latência uRLLC (RTT local): 0.725 ms
Latência uRLLC (RTT local): 1.589 ms
Latência uRLLC (RTT local): 24.805 ms
Latência uRLLC (RTT local): 0.664 ms
Latência uRLLC (RTT local): 0.803 ms
Latência uRLLC (RTT local): 0.862 ms
Latência uRLLC (RTT local): 0.732 ms
Latência uRLLC (RTT local): 0.666 ms
Latência uRLLC (RTT local): 0.695 ms
Latência uRLLC (RTT local): 0.550 ms
Latência uRLLC (RTT local): 0.886 ms
Latência uRLLC (RTT local): 0.742 ms
Latência uRLLC (RTT local): 0.846 ms
Latência uRLLC (RTT local): 0.796 ms
Latência uRLLC (RTT local): 0.627 ms
Latência uRLLC (RTT local): 0.519 ms
Latência uRLLC (RTT local): 0.933 ms
Latência uRLLC (RTT local): 0.648 ms
Latência uRLLC (RTT local): 0.735 ms
Latência uRLLC (RTT local): 0.776 ms
Latência uRLLC (RTT local): 1.009 ms
Latência uRLLC (RTT local): 0.862 ms
Latência uRLLC (RTT local): 0.517 ms
Latência uRLLC (RTT local): 0.797 ms
Latência uRLLC (RTT local): 0.655 ms
Latência uRLLC (RTT local): 0.944 ms
Latência uRLLC (RTT local): 0.731 ms
Latência uRLLC (RTT local): 0.494 ms
Latência uRLLC (RTT local): 0.570 ms
Latência uRLLC (RTT local): 0.581 ms
Latência uRLLC (RTT local): 0.511 ms
Latência uRLLC (RTT local): 0.823 ms
Latência uRLLC (RTT local): 0.445 ms
Latência uRLLC (RTT local): 0.582 ms
Latência uRLLC (RTT local): 0.467 ms
Latência uRLLC (RTT local): 0.577 ms
