Iniciando monitor/controlador uRLLC em 10.0.99.1:5000 (Central de Monitoramento do campus)
Latência medida: 485.059 ms (de 10.0.21.1 - Laboratorios, seq=0)
Latência medida: 3.944 ms (de 10.0.11.1 - Biblioteca, seq=41)
Latência medida: 2.752 ms (de 10.0.21.1 - Laboratorios, seq=47)
Sinal enviado: desativar
Latência medida: 1.617 ms (de 10.0.31.1 - Reitoria, seq=11)
Latência medida: 2.739 ms (de 10.0.21.1 - Laboratorios, seq=48)
Latência medida: 3.757 ms (de 10.0.11.1 - Biblioteca, seq=42)
Latência medida: 1.590 ms (de 10.0.31.1 - Reitoria, seq=12)
Latência medida: 2.926 ms (de 10.0.21.1 - Laboratorios, seq=49)
Latência medida: 3.900 ms (de 10.0.11.1 - Biblioteca, seq=43)
Latência medida: 1.595 ms (de 10.0.31.1 - Reitoria, seq=13)
Latência medida: 2.473 ms (de 10.0.21.1 - Laboratorios, seq=50)
Latência medida: 3.841 ms (de 10.0.11.1 - Biblioteca, seq=44)
Latência medida: 1.584 ms (de 10.0.31.1 - Reitoria, seq=14)
Latência medida: 2.749 ms (de 10.0.21.1 - Laboratorios, seq=51)
Latência medida: 4.021 ms (de 10.0.11.1 - Biblioteca, seq=45)
Latência medida: 1.615 ms (de 10.0.31.1 - Reitoria, seq=15)
Latência medida: 2.960 ms (de 10.0.21.1 - Laboratorios, seq=52)
Latência medida: 4.302 ms (de 10.0.11.1 - Biblioteca, seq=46)
Latência medida: 1.638 ms (de 10.0.31.1 - Reitoria, seq=16)
Latência medida: 2.687 ms (de 10.0.21.1 - Laboratorios, seq=53)
Latência medida: 3.811 ms (de 10.0.11.1 - Biblioteca, seq=47)
Latência medida: 1.681 ms (de 10.0.31.1 - Reitoria, seq=17)
Latência medida: 2.782 ms (de 10.0.21.1 - Laboratorios, seq=54)
Latência medida: 4.007 ms (de 10.0.11.1 - Biblioteca, seq=48)
Latência medida: 1.611 ms (de 10.0.31.1 - Reitoria, seq=18)
Latência medida: 2.825 ms (de 10.0.21.1 - Laboratorios, seq=55)
Latência medida: 4.162 ms (de 10.0.11.1 - Biblioteca, seq=49)
Latência medida: 1.561 ms (de 10.0.31.1 - Reitoria, seq=19)
Latência medida: 2.867 ms (de 10.0.21.1 - Laboratorios, seq=56)
Latência medida: 3.926 ms (de 10.0.11.1 - Biblioteca, seq=50)
Latência medida: 1.619 ms (de 10.0.31.1 - Reitoria, seq=20)
Latência medida: 2.800 ms (de 10.0.21.1 - Laboratorios, seq=57)
Latência medida: 3.803 ms (de 10.0.11.1 - Biblioteca, seq=51)
Latência medida: 1.397 ms (de 10.0.31.1 - Reitoria, seq=21)
Latência medida: 2.685 ms (de 10.0.21.1 - Laboratorios, seq=58)
Latência medida: 4.108 ms (de 10.0.11.1 - Biblioteca, seq=52)
Latência medida: 1.633 ms (de 10.0.31.1 - Reitoria, seq=22)
Latência medida: 2.874 ms (de 10.0.21.1 - Laboratorios, seq=59)
Latência medida: 4.147 ms (de 10.0.11.1 - Biblioteca, seq=53)
Latência medida: 1.443 ms (de 10.0.31.1 - Reitoria, seq=23)
Latência medida: 2.880 ms (de 10.0.21.1 - Laboratorios, seq=60)
Latência medida: 4.029 ms (de 10.0.11.1 - Biblioteca, seq=54)
Latência medida: 1.408 ms (de 10.0.31.1 - Reitoria, seq=24)
Latência medida: 2.829 ms (de 10.0.21.1 - Laboratorios, seq=61)
Latência medida: 4.215 ms (de 10.0.11.1 - Biblioteca, seq=55)
Latência medida: 1.603 ms (de 10.0.31.1 - Reitoria, seq=25)
Latência medida: 2.880 ms (de 10.0.21.1 - Laboratorios, seq=62)
Latência medida: 4.175 ms (de 10.0.11.1 - Biblioteca, seq=56)
Latência medida: 1.615 ms (de 10.0.31.1 - Reitoria, seq=26)
Latência medida: 2.805 ms (de 10.0.21.1 - Laboratorios, seq=63)
Latência medida: 3.827 ms (de 10.0.11.1 - Biblioteca, seq=57)
Latência medida: 1.626 ms (de 10.0.31.1 - Reitoria, seq=27)
Latência medida: 2.704 ms (de 10.0.21.1 - Laboratorios, seq=64)
Latência medida: 4.175 ms (de 10.0.11.1 - Biblioteca, seq=58)
Latência medida: 1.595 ms (de 10.0.31.1 - Reitoria, seq=28)
Latência medida: 2.937 ms (de 10.0.21.1 - Laboratorios, seq=65)
Latência medida: 4.002 ms (de 10.0.11.1 - Biblioteca, seq=59)
Latência medida: 1.461 ms (de 10.0.31.1 - Reitoria, seq=29)
Latência medida: 2.979 ms (de 10.0.21.1 - Laboratorios, seq=66)
Latência medida: 4.068 ms (de 10.0.11.1 - Biblioteca, seq=60)
Latência medida: 1.525 ms (de 10.0.31.1 - Reitoria, seq=30)
Latência medida: 2.514 ms (de 10.0.21.1 - Laboratorios, seq=67)
Latência medida: 4.200 ms (de 10.0.11.1 - Biblioteca, seq=61)
Latência medida: 1.364 ms (de 10.0.31.1 - Reitoria, seq=31)
Latência medida: 3.082 ms (de 10.0.21.1 - Laboratorios, seq=68)
Latência medida: 1.517 ms (de 10.0.31.1 - Reitoria, seq=32)
Latência medida: 3.890 ms (de 10.0.11.1 - Biblioteca, seq=62)
Latência medida: 2.953 ms (de 10.0.21.1 - Laboratorios, seq=69)
Latência medida: 1.646 ms (de 10.0.31.1 - Reitoria, seq=33)
Latência medida: 3.965 ms (de 10.0.11.1 - Biblioteca, seq=63)
Latência medida: 2.908 ms (de 10.0.21.1 - Laboratorios, seq=70)
Latência medida: 1.470 ms (de 10.0.31.1 - Reitoria, seq=34)
Latência medida: 3.702 ms (de 10.0.11.1 - Biblioteca, seq=64)
Latência medida: 2.630 ms (de 10.0.21.1 - Laboratorios, seq=71)
Latência medida: 1.446 ms (de 10.0.31.1 - Reitoria, seq=35)
Latência medida: 3.906 ms (de 10.0.11.1 - Biblioteca, seq=65)
Latência medida: 2.871 ms (de 10.0.21.1 - Laboratorios, seq=72)
Latência medida: 1.601 ms (de 10.0.31.1 - Reitoria, seq=36)
Latência medida: 4.148 ms (de 10.0.11.1 - Biblioteca, seq=66)
Latência medida: 2.672 ms (de 10.0.21.1 - Laboratorios, seq=73)
