Iniciando monitor/controlador uRLLC em 10.0.99.1:5000 (Central de Monitoramento do campus)
Latência medida: 485.059 ms (de 10.0.21.1 - Laboratorios, seq=0)
Latência medida: 870.052 ms (de 10.0.11.1 - Biblioteca, seq=0)
Sinal enviado: ativar
Latência medida: 483.444 ms (de 10.0.21.1 - Laboratorios, seq=1)
Latência medida: 119.404 ms (de 10.0.11.1 - Biblioteca, seq=1)
Latência medida: 120.526 ms (de 10.0.11.1 - Biblioteca, seq=2)
Latência medida: 471.433 ms (de 10.0.21.1 - Laboratorios, seq=2)
Latência medida: 118.531 ms (de 10.0.21.1 - Laboratorios, seq=3)
Latência medida: 472.166 ms (de 10.0.11.1 - Biblioteca, seq=3)
Latência medida: 119.323 ms (de 10.0.21.1 - Laboratorios, seq=4)
Latência medida: 118.925 ms (de 10.0.21.1 - Laboratorios, seq=5)
Latência medida: 1192.939 ms (de 10.0.11.1 - Biblioteca, seq=4)
Latência medida: 464.640 ms (de 10.0.11.1 - Biblioteca, seq=5)
Latência medida: 120.454 ms (de 10.0.11.1 - Biblioteca, seq=6)
Latência medida: 455.239 ms (de 10.0.11.1 - Biblioteca, seq=7)
Latência medida: 119.708 ms (de 10.0.21.1 - Laboratorios, seq=6)
Latência medida: 119.871 ms (de 10.0.11.1 - Biblioteca, seq=8)
Latência medida: 785.918 ms (de 10.0.11.1 - Biblioteca, seq=9)
Latência medida: 485.405 ms (de 10.0.21.1 - Laboratorios, seq=7)
Latência medida: 490.785 ms (de 10.0.21.1 - Laboratorios, seq=8)
Latência medida: 1568.564 ms (de 10.0.21.1 - Laboratorios, seq=9)
Latência medida: 817.139 ms (de 10.0.21.1 - Laboratorios, seq=10)
Latência medida: 1537.087 ms (de 10.0.21.1 - Laboratorios, seq=11)
Latência medida: 119.454 ms (de 10.0.21.1 - Laboratorios, seq=12)
Latência medida: 119.142 ms (de 10.0.21.1 - Laboratorios, seq=13)
Latência medida: 454.226 ms (de 10.0.21.1 - Laboratorios, seq=14)
Latência medida: 119.214 ms (de 10.0.21.1 - Laboratorios, seq=15)
Latência medida: 451.848 ms (de 10.0.21.1 - Laboratorios, seq=16)
Latência medida: 119.370 ms (de 10.0.21.1 - Laboratorios, seq=17)
Latência medida: 492.682 ms (de 10.0.11.1 - Biblioteca, seq=10)
Latência medida: 1483.583 ms (de 10.0.21.1 - Laboratorios, seq=18)
Latência medida: 1256.550 ms (de 10.0.11.1 - Biblioteca, seq=11)
Latência medida: 120.255 ms (de 10.0.11.1 - Biblioteca, seq=12)
Latência medida: 120.428 ms (de 10.0.11.1 - Biblioteca, seq=13)
Latência medida: 463.827 ms (de 10.0.11.1 - Biblioteca, seq=14)
Latência medida: 1433.596 ms (de 10.0.21.1 - Laboratorios, seq=19)
Latência medida: 119.280 ms (de 10.0.21.1 - Laboratorios, seq=20)
Latência medida: 443.485 ms (de 10.0.21.1 - Laboratorios, seq=21)
Latência medida: 443.651 ms (de 10.0.21.1 - Laboratorios, seq=22)
Latência medida: 120.519 ms (de 10.0.11.1 - Biblioteca, seq=15)
Latência medida: 853.879 ms (de 10.0.21.1 - Laboratorios, seq=23)
Latência medida: 489.062 ms (de 10.0.21.1 - Laboratorios, seq=24)
Latência medida: 868.959 ms (de 10.0.11.1 - Biblioteca, seq=16)
Latência medida: 60.017 ms (de 10.0.31.1 - Reitoria, seq=0)
Latência medida: 59.822 ms (de 10.0.31.1 - Reitoria, seq=1)
Latência medida: 324.682 ms (de 10.0.31.1 - Reitoria, seq=2)
Latência medida: 323.122 ms (de 10.0.31.1 - Reitoria, seq=3)
Latência medida: 492.996 ms (de 10.0.11.1 - Biblioteca, seq=17)
Latência medida: 120.198 ms (de 10.0.11.1 - Biblioteca, seq=18)
Latência medida: 120.093 ms (de 10.0.11.1 - Biblioteca, seq=19)
Latência medida: 59.891 ms (de 10.0.31.1 - Reitoria, seq=4)
Latência medida: 59.945 ms (de 10.0.31.1 - Reitoria, seq=5)
Latência medida: 824.571 ms (de 10.0.11.1 - Biblioteca, seq=20)
Latência medida: 1547.966 ms (de 10.0.11.1 - Biblioteca, seq=21)
Latência medida: 124.037 ms (de 10.0.11.1 - Biblioteca, seq=22)
Latência medida: 120.832 ms (de 10.0.11.1 - Biblioteca, seq=23)
Latência medida: 3070.181 ms (de 10.0.21.1 - Laboratorios, seq=25)
Latência medida: 791.922 ms (de 10.0.11.1 - Biblioteca, seq=24)
Latência medida: 118.296 ms (de 10.0.21.1 - Laboratorios, seq=26)
Latência medida: 476.004 ms (de 10.0.21.1 - Laboratorios, seq=27)
Latência medida: 119.266 ms (de 10.0.21.1 - Laboratorios, seq=28)
Latência medida: 119.592 ms (de 10.0.21.1 - Laboratorios, seq=29)
Latência medida: 1488.262 ms (de 10.0.11.1 - Biblioteca, seq=25)
Latência medida: 460.261 ms (de 10.0.21.1 - Laboratorios, seq=30)
Latência medida: 1161.941 ms (de 10.0.21.1 - Laboratorios, seq=31)
Latência medida: 1494.054 ms (de 10.0.11.1 - Biblioteca, seq=26)
Latência medida: 120.331 ms (de 10.0.11.1 - Biblioteca, seq=27)
Latência medida: 120.321 ms (de 10.0.11.1 - Biblioteca, seq=28)
Latência medida: 1497.538 ms (de 10.0.21.1 - Laboratorios, seq=32)
Latência medida: 778.096 ms (de 10.0.11.1 - Biblioteca, seq=29)
Latência medida: 119.934 ms (de 10.0.11.1 - Biblioteca, seq=30)
Latência medida: 120.150 ms (de 10.0.11.1 - Biblioteca, seq=31)
Latência medida: 776.864 ms (de 10.0.21.1 - Laboratorios, seq=33)
Latência medida: 449.051 ms (de 10.0.21.1 - Laboratorios, seq=34)
Latência medida: 119.194 ms (de 10.0.21.1 - Laboratorios, seq=35)
Latência medida: 1436.253 ms (de 10.0.11.1 - Biblioteca, seq=32)
Latência medida: 1443.724 ms (de 10.0.21.1 - Laboratorios, seq=36)
Latência medida: 449.471 ms (de 10.0.21.1 - Laboratorios, seq=37)
Latência medida: 451.651 ms (de 10.0.21.1 - Laboratorios, seq=38)
Latência medida: 485.279 ms (de 10.0.21.1 - Laboratorios, seq=39)
Latência medida: 119.962 ms (de 10.0.11.1 - Biblioteca, seq=33)
Latência medida: 487.126 ms (de 10.0.21.1 - Laboratorios, seq=40)
Latência medida: 118.962 ms (de 10.0.21.1 - Laboratorios, seq=41)
Latência medida: 474.472 ms (de 10.0.21.1 - Laboratorios, seq=42)
Latência medida: 1664.572 ms (de 10.0.11.1 - Biblioteca, seq=34)
Latência medida: 59.946 ms (de 10.0.31.1 - Reitoria, seq=6)
Latência medida: 1211.304 ms (de 10.0.21.1 - Laboratorios, seq=43)
Latência medida: 119.124 ms (de 10.0.21.1 - Laboratorios, seq=44)
Latência medida: 325.819 ms (de 10.0.31.1 - Reitoria, seq=7)
Latência medida: 839.917 ms (de 10.0.11.1 - Biblioteca, seq=35)
Latência medida: 458.180 ms (de 10.0.21.1 - Laboratorios, seq=45)
Latência medida: 824.448 ms (de 10.0.11.1 - Biblioteca, seq=36)
Latência medida: 1544.528 ms (de 10.0.11.1 - Biblioteca, seq=37)
Latência medida: 464.514 ms (de 10.0.11.1 - Biblioteca, seq=38)
Latência medida: 1100.196 ms (de 10.0.31.1 - Reitoria, seq=8)
Latência medida: 18.168 ms (de 10.0.11.1 - Biblioteca, seq=39)
Latência medida: 1.390 ms (de 10.0.31.1 - Reitoria, seq=9)
Latência medida: 3.721 ms (de 10.0.11.1 - Biblioteca, seq=40)
Latência medida: 739.159 ms (de 10.0.21.1 - Laboratorios, seq=46)
Latência medida: 1.408 ms (de 10.0.31.1 - Reitoria, seq=10)
