latencia_ms
3.073
0.620
0.709
0.800
1.139
1.611
1.802
2.349
2.326
2.663
2.468
2.421
3.518
3.554
2.841
2.534
0.518
1.156
2.489
1.821
3.257
1.652
3.230
1.570
