latencia_ms
496.356
505.136
493.321
492.253
124.508
1603.333
473.270
469.415
123.284
872.521
484.485
124.340
862.094
123.371
1593.317
1564.414
866.198
492.440
123.773
1543.592
474.472
470.269
462.590
124.408
795.429
795.518
123.991
125.422
459.424
457.423
780.696
1465.502
778.798
451.119
1153.460
454.512
498.180
1259.387
124.403
474.232
124.218
1667.997
874.647
843.396
8.881
10.266
10.080
10.148
10.112
10.789
9.305
10.637
9.599
10.173
9.695
10.246
10.699
9.324
8.339
9.583
9.320
9.200
9.381
9.896
9.066
9.961
9.413
